cds_id,arxspan_id,version,sm_id,ccle_name,stripped_cell_line_name,patient_id,cellosaurus_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,gender,age,primary_site,primary_disease,subtype,subsubtype,origin,mediatype,condition,datatype,sequencing_type,baits,comments,source,sequencing_date,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2
CDS-5rD8XC,ACH-001702,2,,,VAESBJ,PT-KnnmjGRQ,,,gs://ccle_bams/wes/RP-1561/Exome/VAESBJ/v1/VAESBJ.bam,gs://ccle_bams/wes/RP-1561/Exome/VAESBJ/v1/VAESBJ.bai,,Male,,bone_marrow,Sarcoma,epithelioid_sarcoma,,soft_tissue,,,wes,,,"epithelioid sarcoma, derived from metastatic site: bone marrow",DEPMAP,23/3/2019,,,,ERwqKQ==,,,,,,,,,,
CDS-bT5QTI,ACH-001163,1,,,CCLFPEDS0001T,PT-XiOUCcIK,,,gs://ccle_bams/wes/RP-613/Exome/Peds005T_PF_AD/current/Peds005T_PF_AD.bam,gs://ccle_bams/wes/RP-613/Exome/Peds005T_PF_AD/current/Peds005T_PF_AD.bai,,Male,,kidney,Kidney Cancer,renal_cell_carcinoma,renal_medullary_carcinoma,kidney,,,wes,,,Adherent version of CCLFPEDS0001T,DEPMAP,19/11/2014,,,,kM/18w==,,,,,,,,,,
CDS-pPnsD2,ACH-002348,1,,,DIPG007,PT-cp27DVav,,,gs://ccle_bams/wes/RP-893/Exome/DIPG007_1/current/DIPG007_1.bam,gs://ccle_bams/wes/RP-893/Exome/DIPG007_1/current/DIPG007_1.bai,,Unknown,,central_nervous_system,Brain Cancer,glioma,DIPG,central_nervous_system,,,wes,,,,DEPMAP,20/11/2017,,,,VlTHBQ==,,,,,,,,,,
CDS-QvHoYw,ACH-002349,1,,,GBM001,PT-g54hYSl2,,,gs://ccle_bams/wes/RP-893/Exome/GBM001_1/current/GBM001_1.bam,gs://ccle_bams/wes/RP-893/Exome/GBM001_1/current/GBM001_1.bai,,Unknown,,central_nervous_system,Brain Cancer,glioma,DIPG,central_nervous_system,,,wes,,,,DEPMAP,20/11/2017,,,,X8XDiA==,,,,,,,,,,
CDS-EeIAfI,ACH-002089,1,,,201T,PT-Cij3r9ei,,,gs://ccle_bams/wes/SANGER_201T_LUNG.bam,gs://ccle_bams/wes/SANGER_201T_LUNG.bai,,Male,,lung,Lung Cancer,lung_carcinoma,,lung,,,wes,,,,SANGER,U,,,,fV98lg==,,,,,,,,,,
CDS-gBsTdF,ACH-000956,1,,,22RV1,PT-KLnVw7Nh,,,gs://ccle_bams/wes/SANGER_22RV1_PROSTATE.bam,gs://ccle_bams/wes/SANGER_22RV1_PROSTATE.bai,,Male,,prostate,Prostate Cancer,prostate_adenocarcinoma,,prostate,,,wes,,,CCLE line,SANGER,U,,,,BXdUdQ==,,,,,,,,,,
CDS-X9ucGU,ACH-000948,1,,,2313287,PT-lDpk0veh,,,gs://ccle_bams/wes/SANGER_2313287_STOMACH.bam,gs://ccle_bams/wes/SANGER_2313287_STOMACH.bai,,Male,,stomach,Gastric Cancer,gastric_adenocarcinoma,,gastric,,,wes,,,CCLE line,SANGER,U,,,,7pcRZg==,,,,,,,,,,
CDS-KCQeL4,ACH-000323,1,,,42MGBA,PT-oPJIfNPX,,,gs://ccle_bams/wes/SANGER_42MGBA_CENTRAL_NERVOUS_SYSTEM.bam,gs://ccle_bams/wes/SANGER_42MGBA_CENTRAL_NERVOUS_SYSTEM.bai,,Male,,central_nervous_system,Brain Cancer,glioma,astrocytoma,central_nervous_system,,,wes,,,CCLE line,SANGER,U,,,,LW4XNQ==,,,,,,,,,,
CDS-0X3p49,ACH-001002,1,,,451LU,PT-zX8CSVsO,,,gs://ccle_bams/wes/SANGER_451LU_NS.bam,gs://ccle_bams/wes/SANGER_451LU_NS.bai,,Male,,lymph_node,Skin Cancer,melanoma,,skin,,,wes,,,451Lu is a metastatic variant of WM164 dervied from selection in nude mice (PMID: 2156614).,SANGER,U,,,,9o0vxg==,,,,,,,,,,
CDS-JyjcBs,ACH-000905,1,,,5637,PT-6MvFRK52,,,gs://ccle_bams/wes/SANGER_5637_URINARY_TRACT.bam,gs://ccle_bams/wes/SANGER_5637_URINARY_TRACT.bai,,Male,,urinary_tract,Bladder Cancer,bladder_carcinoma,,urinary_tract,,,wes,,,CCLE line,SANGER,U,,,,PDEvaw==,,,,,,,,,,
CDS-pipw7E,ACH-000973,1,,,639V,PT-5Y5tAfp3,,,gs://ccle_bams/wes/SANGER_639V_URINARY_TRACT.bam,gs://ccle_bams/wes/SANGER_639V_URINARY_TRACT.bai,,Male,,urinary_tract,Bladder Cancer,bladder_carcinoma,bladder_transitional_cell,urinary_tract,,,wes,,,CCLE line,SANGER,U,,,,eweOqg==,,,,,,,,,,
CDS-ukX1XN,ACH-000896,1,,,647V,PT-oYkV9nVZ,,,gs://ccle_bams/wes/SANGER_647V_URINARY_TRACT.bam,gs://ccle_bams/wes/SANGER_647V_URINARY_TRACT.bai,,Male,,urinary_tract,Bladder Cancer,bladder_carcinoma,,urinary_tract,,,wes,,,CCLE line,SANGER,U,,,,bpXCzQ==,,,,,,,,,,
CDS-psXHXZ,ACH-000070,1,,,697,PT-G2saKAKd,,,gs://ccle_bams/wes/SANGER_697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/wes/SANGER_697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,bone_marrow,Leukemia,ALL,b_cell,blood,,,wes,,,CCLE line,SANGER,U,,,,M7UIog==,,,,,,,,,,
CDS-PETJ2c,ACH-000411,1,,,769P,PT-PRFotcHf,,,gs://ccle_bams/wes/SANGER_769P_KIDNEY.bam,gs://ccle_bams/wes/SANGER_769P_KIDNEY.bai,,Female,,kidney,Kidney Cancer,renal_cell_carcinoma,clear_cell,kidney,,,wes,,,CCLE line,SANGER,U,,,,4gKbZA==,,,,,,,,,,
CDS-JDhesy,ACH-000649,1,,,786O,PT-JLZKYOJS,,,gs://ccle_bams/wes/SANGER_786O_KIDNEY.bam,gs://ccle_bams/wes/SANGER_786O_KIDNEY.bai,,Male,,kidney,Kidney Cancer,renal_cell_carcinoma,clear_cell,kidney,,,wes,,,CCLE line,SANGER,U,,,,UqqbYg==,,,,,,,,,,
CDS-nkHgKT,ACH-001306,1,,,8305C,PT-KUpI8Pww,,,gs://ccle_bams/wes/SANGER_8305C_THYROID.bam,gs://ccle_bams/wes/SANGER_8305C_THYROID.bai,,Female,,thyroid,Thyroid Cancer,thyroid_carcinoma,,thyroid,,,wes,,,CCLE line,SANGER,U,,,,bOqKoQ==,,,,,,,,,,
CDS-tXmWiP,ACH-001307,1,,,8505C,PT-NrzZdz3l,,,gs://ccle_bams/wes/SANGER_8505C_THYROID.bam,gs://ccle_bams/wes/SANGER_8505C_THYROID.bai,,Female,,thyroid,Thyroid Cancer,thyroid_carcinoma,,thyroid,,,wes,,,CCLE line,SANGER,U,,,,CaxbEQ==,,,,,,,,,,
CDS-ChAJWm,ACH-000137,1,,,8MGBA,PT-O4ZlsfND,,,gs://ccle_bams/wes/SANGER_8MGBA_CENTRAL_NERVOUS_SYSTEM.bam,gs://ccle_bams/wes/SANGER_8MGBA_CENTRAL_NERVOUS_SYSTEM.bai,,Female,,central_nervous_system,Brain Cancer,glioma,astrocytoma,central_nervous_system,,,wes,,,CCLE line,SANGER,U,,,,qvk2Vg==,,,,,,,,,,
CDS-J0nzOO,ACH-000008,1,,,A101D,PT-iDKi9wZz,,,gs://ccle_bams/wes/SANGER_A101D_SKIN.bam,gs://ccle_bams/wes/SANGER_A101D_SKIN.bai,,Male,,skin,Skin Cancer,melanoma,,skin,,,wes,,,,SANGER,U,,,,xiitQQ==,,,,,,,,,,
CDS-GE19k6,ACH-000558,1,,,A172,PT-xO4ZNPAD,,,gs://ccle_bams/wes/SANGER_A172_CENTRAL_NERVOUS_SYSTEM.bam,gs://ccle_bams/wes/SANGER_A172_CENTRAL_NERVOUS_SYSTEM.bai,,Male,,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,wes,,,CCLE line; glioblastoma_multiforme,SANGER,U,,,,f/2K7g==,,,,,,,,,,
CDS-3bLnaq,ACH-000201,1,,,A204,PT-z5aR8w5q,,,gs://ccle_bams/wes/SANGER_A204_SOFT_TISSUE.bam,gs://ccle_bams/wes/SANGER_A204_SOFT_TISSUE.bai,,Female,,soft_tissue,Rhabdoid,malignant_rhabdoid_tumor,,soft_tissue,,,wes,,,CCLE line,SANGER,U,,,,9IS/sw==,,,,,,,,,,
CDS-MJAkfv,ACH-000788,1,,,A2058,PT-wYRJPP5u,,,gs://ccle_bams/wes/SANGER_A2058_SKIN.bam,gs://ccle_bams/wes/SANGER_A2058_SKIN.bai,,Male,,lymph_node,Skin Cancer,melanoma,,skin,,,wes,,,CCLE line,SANGER,U,,,,dJztZQ==,,,,,,,,,,
CDS-meYpJE,ACH-000740,1,,,A253,PT-gdcTlKbA,,,gs://ccle_bams/wes/SANGER_A253_SALIVARY_GLAND.bam,gs://ccle_bams/wes/SANGER_A253_SALIVARY_GLAND.bai,,Male,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,salivary_gland,upper_aerodigestive,,,wes,,,CCLE line; Salivary gland squamous cell carcinoma,SANGER,U,,,,bi9jTA==,,,,,,,,,,
CDS-JVrQlU,ACH-000657,1,,,A2780,PT-bRcL4ndg,,,gs://ccle_bams/wes/SANGER_A2780_OVARY.bam,gs://ccle_bams/wes/SANGER_A2780_OVARY.bai,,Female,,ovary,Ovarian Cancer,ovary_adenocarcinoma,endometrioid,ovary,,,wes,,,CCLE line; Ovarian endometrioid adenocarcinoma; A2780ADR &amp; A2780cis are drug resistant clones of A2780.,SANGER,U,,,,ri1xIQ==,,,,,,,,,,
CDS-KMo6RD,ACH-000219,1,,,A375,PT-ElBSEZ03,,,gs://ccle_bams/wes/SANGER_A375_SKIN.bam,gs://ccle_bams/wes/SANGER_A375_SKIN.bai,,Female,,skin,Skin Cancer,melanoma,,skin,,,wes,,,CCLE line; A373-C6 has been derived from the parental line A375 by limiting dilution together with its twin clone A375-C5 which is IL-1 unresponsive (ECACC).,SANGER,U,,,,5gLyUw==,,,,,,,,,,
CDS-yPSmxb,ACH-001442,1,,,A388,PT-Bhs9Xnoq,,,gs://ccle_bams/wes/SANGER_A388_SKIN.bam,gs://ccle_bams/wes/SANGER_A388_SKIN.bai,,Male,,lymph_node,Cervical Cancer,cervical_squamous,,cervix,,,wes,,,metastatic site: lymph node; epidermoid carcinoma,SANGER,U,,,,N49eEQ==,,,,,,,,,,
CDS-8PVHMP,ACH-000697,1,,,A3KAW,PT-yogL5oHQ,,,gs://ccle_bams/wes/SANGER_A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/wes/SANGER_A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,ascites,Lymphoma,non_hodgkin_lymphoma,DLBCL,lymphocyte,,,wes,,,CCLE line,SANGER,U,,,,Ciksvg==,,,,,,,,,,
CDS-0pNzBU,ACH-000757,1,,,A427,PT-TBlhvZtU,,,gs://ccle_bams/wes/SANGER_A427_LUNG.bam,gs://ccle_bams/wes/SANGER_A427_LUNG.bai,,Male,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,,"Received from Academic lab (Meyerson, Broad) who received from DFCI",SANGER,U,,,,jt5DCQ==,,,,,,,,,,
CDS-5OFcPY,ACH-001328,1,,,A431,PT-aZHSYbMx,,,gs://ccle_bams/wes/SANGER_A431_SKIN.bam,gs://ccle_bams/wes/SANGER_A431_SKIN.bai,,Female,,skin,Skin Cancer,skin_squamous,,skin,,,wes,,,Vulvar squamous cell carcinoma,SANGER,U,,,,HVP4FA==,,,,,,,,,,
CDS-RRwRdv,ACH-000555,1,,,A498,PT-UliEIMsS,,,gs://ccle_bams/wes/SANGER_A498_KIDNEY.bam,gs://ccle_bams/wes/SANGER_A498_KIDNEY.bai,,Male,,kidney,Kidney Cancer,renal_cell_carcinoma,,kidney,,,wes,,,CCLE line,SANGER,U,,,,q6K1zg==,,,,,,,,,,
CDS-5R7yBq,ACH-000157,1,,,A4FUK,PT-VkImNBYI,,,gs://ccle_bams/wes/SANGER_A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/wes/SANGER_A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,ascites,Lymphoma,non_hodgkin_lymphoma,DLBCL,lymphocyte,,,wes,,,CCLE line,SANGER,U,,,,q/uW4g==,,,,,,,,,,
CDS-xf2KVT,ACH-000681,1,,,A549,PT-RDQiSS46,,,gs://ccle_bams/wes/SANGER_A549_LUNG.bam,gs://ccle_bams/wes/SANGER_A549_LUNG.bai,,Male,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,,CCLE line,SANGER,U,,,,aLk8wQ==,,,,,,,,,,
CDS-8cHjAs,ACH-000052,1,,,A673,PT-qNV2hluC,,,gs://ccle_bams/wes/SANGER_A673_BONE.bam,gs://ccle_bams/wes/SANGER_A673_BONE.bai,,Female,,soft_tissue,Bone Cancer,Ewing_sarcoma,,bone,,,wes,,,(RNAseq) EWS/FLI,SANGER,U,,,,LkICcQ==,,,,,,,,,,
CDS-4WMDUY,ACH-000429,1,,,A704,PT-DcKly8x9,,,gs://ccle_bams/wes/SANGER_A704_KIDNEY.bam,gs://ccle_bams/wes/SANGER_A704_KIDNEY.bai,,Male,,kidney,Kidney Cancer,renal_cell_carcinoma,,kidney,,,wes,,,CCLE line,SANGER,U,,,,iIVRhg==,,,,,,,,,,
CDS-iKyGcp,ACH-000528,1,,,ABC1,PT-zREWW5fc,,,gs://ccle_bams/wes/SANGER_ABC1_LUNG.bam,gs://ccle_bams/wes/SANGER_ABC1_LUNG.bai,,Male,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,,CCLE line,SANGER,U,,,,270ogw==,,,,,,,,,,
CDS-HDZBuX,ACH-000046,1,,,ACHN,PT-SiRqERtt,,,gs://ccle_bams/wes/SANGER_ACHN_KIDNEY.bam,gs://ccle_bams/wes/SANGER_ACHN_KIDNEY.bai,,Male,,pleural_effusion,Kidney Cancer,renal_cell_carcinoma,,kidney,,,wes,,,CCLE line,SANGER,U,,,,JIrX5g==,,,,,,,,,,
CDS-EVq1fj,ACH-002389,1,,,ACN,PT-2OgKnXHy,,,gs://ccle_bams/wes/SANGER_ACN.bam,gs://ccle_bams/wes/SANGER_ACN.bai,,Male,,central_nervous_system,Neuroblastoma,Neuroblastoma,,peripheral_nervous_system,,,wes,,,,SANGER,U,,,,NVoh0A==,,,,,,,,,,
CDS-XDSki1,ACH-000880,1,,,AGS,PT-AUgNDeB5,,,gs://ccle_bams/wes/SANGER_AGS_STOMACH.bam,gs://ccle_bams/wes/SANGER_AGS_STOMACH.bai,,Female,,stomach,Gastric Cancer,gastric_adenocarcinoma,,gastric,,,wes,,,CCLE line,SANGER,U,,,,IzfxuQ==,,,,,,,,,,
CDS-GjKZ2U,ACH-002209,1,,,ALLPO,PT-vqIMAe9v,,,gs://ccle_bams/wes/SANGER_ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/wes/SANGER_ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,haematopoietic_and_lymphoid_tissue,Leukemia,ALL,b_cell,blood,,,wes,,,,SANGER,U,,,,EIPSSA==,,,,,,,,,,
CDS-t1oWtn,ACH-000105,1,,,ALLSIL,PT-MRv86YiR,,,gs://ccle_bams/wes/SANGER_ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/wes/SANGER_ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,haematopoietic_and_lymphoid_tissue,Leukemia,ALL,t_cell,blood,,,wes,,,CCLE line,SANGER,U,,,,YlW/rg==,,,,,,,,,,
CDS-nseYlp,ACH-000269,1,,,AM38,PT-L9VR06Ke,,,gs://ccle_bams/wes/SANGER_AM38_CENTRAL_NERVOUS_SYSTEM.bam,gs://ccle_bams/wes/SANGER_AM38_CENTRAL_NERVOUS_SYSTEM.bai,,Male,,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,wes,,,CCLE line,SANGER,U,,,,uVQSlg==,,,,,,,,,,
CDS-a8bnkg,ACH-000838,1,,,AMO1,PT-I58F1P8Z,,,gs://ccle_bams/wes/SANGER_AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/wes/SANGER_AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,ascites,Myeloma,multiple_myeloma,plasmacytoma,plasma_cell,,,wes,,,CCLE line,SANGER,U,,,,6DKiJg==,,,,,,,,,,
CDS-1YKa0K,ACH-000940,1,,,AN3CA,PT-cgPxAzcg,,,gs://ccle_bams/wes/SANGER_AN3CA_ENDOMETRIUM.bam,gs://ccle_bams/wes/SANGER_AN3CA_ENDOMETRIUM.bai,,Female,,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,,uterus,,,wes,,,CCLE line,SANGER,U,,,,dR7qzA==,,,,,,,,,,
CDS-9Wrj8G,ACH-002210,1,,,ARH77,PT-apxnn0BK,,,gs://ccle_bams/wes/SANGER_ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/wes/SANGER_ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,,Lymphoma,,b_cell_primary_effusion,lymphocyte,,,wes,,,,SANGER,U,,,,CB9gFQ==,,,,,,,,,,
CDS-afRuLl,ACH-001443,1,,,ASH3,PT-7qj8V65p,,,gs://ccle_bams/wes/SANGER_ASH3_THYROID.bam,gs://ccle_bams/wes/SANGER_ASH3_THYROID.bai,,Female,,thyroid,Thyroid Cancer,thyroid_carcinoma,,thyroid,,,wes,,,,SANGER,U,,,,y1uLUw==,,,,,,,,,,
CDS-oOBBud,ACH-000222,1,,,ASPC1,PT-MTjzFHD6,,,gs://ccle_bams/wes/SANGER_ASPC1_PANCREAS.bam,gs://ccle_bams/wes/SANGER_ASPC1_PANCREAS.bai,,Female,,ascites,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,wes,,,CCLE line,SANGER,U,,,,InI3YQ==,,,,,,,,,,
CDS-3po0r3,ACH-002058,1,,,ATN1,PT-TSkezZwO,,,gs://ccle_bams/wes/SANGER_ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/wes/SANGER_ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,haematopoietic_and_lymphoid_tissue,Leukemia,ALL,t_cell,blood,,,wes,,,Adult T-cell leukemia. HTLV-1 pro-virus DNA(+).,SANGER,U,,,,DztpgA==,,,,,,,,,,
CDS-ac5o5Q,ACH-000248,1,,,AU565,PT-ptT1s1d6,,,gs://ccle_bams/wes/SANGER_AU565_BREAST.bam,gs://ccle_bams/wes/SANGER_AU565_BREAST.bai,,Female,,pleural_effusion,Breast Cancer,breast_adenocarcinoma,ERneg_HER2pos,breast,,,wes,,,CCLE line; luminal; HER2Amp; The AU565 &amp; SK-BR-3 cell lines were established from the same patient (ATCC).,SANGER,U,,,,dziQwA==,,,,,,,,,,
CDS-4o3BvH,ACH-002211,1,,,BALL1,PT-t2dwoeDn,,,gs://ccle_bams/wes/SANGER_BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/wes/SANGER_BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,haematopoietic_and_lymphoid_tissue,Leukemia,ALL,b_cell,blood,,,wes,,,,SANGER,U,,,,EGIcvA==,,,,,,,,,,
CDS-oblctg,ACH-002212,1,,,BB30HNC,PT-vcYmYnPL,,,gs://ccle_bams/wes/SANGER_BB30HNC_UPPER_AERODIGESTIVE_TRACT.bam,gs://ccle_bams/wes/SANGER_BB30HNC_UPPER_AERODIGESTIVE_TRACT.bai,,Female,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,wes,,,,SANGER,U,,,,eD+vfg==,,,,,,,,,,
CDS-eehcTp,ACH-002342,1,,,BB30PBL_NORMAL,PT-vcYmYnPL,,,gs://ccle_bams/wes/SANGER_BB30PBL_MATCHED_NORMAL_TISSUE.bam,gs://ccle_bams/wes/SANGER_BB30PBL_MATCHED_NORMAL_TISSUE.bai,,Female,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,wes,,,,SANGER,U,,,,B1adIg==,,,,,,,,,,
CDS-V3uUvY,ACH-002343,1,,,BB49EBV_NORMAL,PT-aaYsXSub,,,gs://ccle_bams/wes/SANGER_BB49EBV_MATCHED_NORMAL_TISSUE.bam,gs://ccle_bams/wes/SANGER_BB49EBV_MATCHED_NORMAL_TISSUE.bai,,Female,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,wes,,,,SANGER,U,,,,j49mBg==,,,,,,,,,,
CDS-anFIUI,ACH-002213,1,,,BB49HNC,PT-aaYsXSub,,,gs://ccle_bams/wes/SANGER_BB49HNC_UPPER_AERODIGESTIVE_TRACT.bam,gs://ccle_bams/wes/SANGER_BB49HNC_UPPER_AERODIGESTIVE_TRACT.bai,,Female,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,wes,,,,SANGER,U,,,,FSSwtQ==,,,,,,,,,,
CDS-o00yvx,ACH-002344,1,,,BB65EBV_NORMAL,PT-HcZvWsym,,,gs://ccle_bams/wes/SANGER_BB65EBV_MATCHED_NORMAL_TISSUE.bam,gs://ccle_bams/wes/SANGER_BB65EBV_MATCHED_NORMAL_TISSUE.bai,,Male,,kidney,Kidney Cancer,renal_cell_carcinoma,,kidney,,,wes,,,,SANGER,U,,,,/tQvRg==,,,,,,,,,,
CDS-ehLub1,ACH-002090,1,,,BB65RCC,PT-HcZvWsym,,,gs://ccle_bams/wes/SANGER_BB65RCC_KIDNEY.bam,gs://ccle_bams/wes/SANGER_BB65RCC_KIDNEY.bai,,Male,,kidney,Kidney Cancer,renal_cell_carcinoma,,kidney,,,wes,,,,SANGER,U,,,,cBbqhQ==,,,,,,,,,,
CDS-00rz9N,ACH-002214,1,,,BC1,PT-brNGbSZB,,,gs://ccle_bams/wes/SANGER_BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/wes/SANGER_BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Unknown,,abdomen,Lymphoma,non_hodgkin_lymphoma,b_cell_primary_effusion,lymphocyte,,,wes,,,Sanger line,SANGER,U,,,,TuGUHw==,,,,,,,,,,
CDS-I3aTEB,ACH-002215,1,,,BC3,PT-nkoiEGaf,,,gs://ccle_bams/wes/SANGER_BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/wes/SANGER_BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Unknown,,pleural_effusion,Lymphoma,non_hodgkin_lymphoma,b_cell_primary_effusion,lymphocyte,,,wes,,,Sanger line,SANGER,U,,,,hfN8tQ==,,,,,,,,,,
CDS-KCUGoM,ACH-000456,1,,,BCPAP,PT-cUiYJ5nV,,,gs://ccle_bams/wes/SANGER_BCPAP_THYROID.bam,gs://ccle_bams/wes/SANGER_BCPAP_THYROID.bai,,Female,,thyroid,Thyroid Cancer,thyroid_carcinoma,papillary,thyroid,,,wes,,,CCLE line,SANGER,U,,,,DgmOHw==,,,,,,,,,,
CDS-7raXHo,ACH-002216,1,,,BE13,PT-q44O3eG3,,,gs://ccle_bams/wes/SANGER_BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/wes/SANGER_BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,haematopoietic_and_lymphoid_tissue,Leukemia,ALL,t_cell,blood,,,wes,,,,SANGER,U,,,,9LcWdA==,,,,,,,,,,
CDS-k6MXSN,ACH-000312,1,,,SKNBE2,PT-uxigV6Ph,,,gs://ccle_bams/wes/SANGER_BE2M17_AUTONOMIC_GANGLIA.bam,gs://ccle_bams/wes/SANGER_BE2M17_AUTONOMIC_GANGLIA.bai,,Male,,bone_marrow,Neuroblastoma,neuroblastoma,,peripheral_nervous_system,,,wes,,,,SANGER,U,,,,obZbGQ==,,,,,,,,,,
CDS-af2jT7,ACH-001016,1,,,BECKER,PT-lPWTjjex,,,gs://ccle_bams/wes/SANGER_BECKER_CENTRAL_NERVOUS_SYSTEM.bam,gs://ccle_bams/wes/SANGER_BECKER_CENTRAL_NERVOUS_SYSTEM.bai,,Male,,central_nervous_system,Brain Cancer,glioma,,central_nervous_system,,,wes,,,CCLE line,SANGER,U,,,,HPu0vg==,,,,,,,,,,
CDS-qyMXA3,ACH-000603,1,,,BEN,PT-oeQdhz7f,,,gs://ccle_bams/wes/SANGER_BEN_LUNG.bam,gs://ccle_bams/wes/SANGER_BEN_LUNG.bai,,Male,,lymph_node,Lung Cancer,NSCLC,,lung,,,wes,,,CCLE line,SANGER,U,,,,dDM8Vg==,,,,,,,,,,
CDS-gE7gGi,ACH-000802,1,,,BFTC905,PT-KTcR2tiv,,,gs://ccle_bams/wes/SANGER_BFTC905_URINARY_TRACT.bam,gs://ccle_bams/wes/SANGER_BFTC905_URINARY_TRACT.bai,,Female,,urinary_tract,Bladder Cancer,bladder_carcinoma,bladder_transitional_cell,urinary_tract,,,wes,,,CCLE line,SANGER,U,,,,aXAkSg==,,,,,,,,,,
CDS-Glo5GF,ACH-000792,1,,,BFTC909,PT-l3YxiXJ0,,,gs://ccle_bams/wes/SANGER_BFTC909_KIDNEY.bam,gs://ccle_bams/wes/SANGER_BFTC909_KIDNEY.bai,,Male,,kidney,Kidney Cancer,renal_cell_carcinoma,transitional_cell,kidney,,,wes,,,CCLE line,SANGER,U,,,,xJXS0A==,,,,,,,,,,
CDS-BtdRKA,ACH-000191,1,,,BHT101,PT-kVrztcRn,,,gs://ccle_bams/wes/SANGER_BHT101_THYROID.bam,gs://ccle_bams/wes/SANGER_BHT101_THYROID.bai,,Female,,lymph_node,Thyroid Cancer,thyroid_carcinoma,papillary,thyroid,,,wes,,,CCLE line,SANGER,U,,,,mCnJeg==,,,,,,,,,,
CDS-9rIKdq,ACH-000548,1,,,BHY,PT-DzmNirHg,,,gs://ccle_bams/wes/SANGER_BHY_UPPER_AERODIGESTIVE_TRACT.bam,gs://ccle_bams/wes/SANGER_BHY_UPPER_AERODIGESTIVE_TRACT.bai,,Male,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,wes,,,CCLE line,SANGER,U,,,,nKYjXA==,,,,,,,,,,
CDS-HLZqFA,ACH-001331,1,,,BICR10,PT-dNJLaEki,,,gs://ccle_bams/wes/SANGER_BICR10_UPPER_AERODIGESTIVE_TRACT.bam,gs://ccle_bams/wes/SANGER_BICR10_UPPER_AERODIGESTIVE_TRACT.bai,,Female,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,wes,,,Oral cavity squamous cell carcinoma,SANGER,U,,,,1pOGdw==,,,,,,,,,,
