cds_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,stripped_cell_line_name,gender,notes,primary_site,primary_disease,subtype,comments,arxspan_id,ccle_name,version,sm_id,source,datatype,sequencing_type,sequencing_date,baits,origin,subsubtype,patient_id,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2
CDS-kRRujK,,gs://ccle_bams/wgs/G32831/KLE/v1/KLE.bam,gs://ccle_bams/wgs/G32831/KLE/v1/KLE.bai,,KLE,Female,Female,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,CCLE line,ACH-000293,,1,,CCLE2,wgs,,734852.0,,uterus,,PT-LygdfFx0,,,,P5uRjQ==,,,,,,,,,,
CDS-vHArJs,,gs://ccle_bams/wgs/G32831/KM12/v1/KM12.bam,gs://ccle_bams/wgs/G32831/KM12/v1/KM12.bai,,KM12,Unknown,Unknown,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000969,,1,,CCLE2,wgs,,734868.6666666666,,colorectal,,PT-7uMI3v4f,,,,+b71ew==,,,,,,,,,,
CDS-3DB1g0,,gs://ccle_bams/wgs/G32831/KNS-81/v1/KNS-81.bam,gs://ccle_bams/wgs/G32831/KNS-81/v1/KNS-81.bai,,KNS81,Male,Male,central_nervous_system,Brain Cancer,glioma,CCLE line,ACH-000479,,1,,CCLE2,wgs,,735025.3333333334,,central_nervous_system,glioblastoma,PT-DC0eSG7X,,,,zdN7cw==,,,,,,,,,,
CDS-3uTvmK,,gs://ccle_bams/wgs/G32831/KU-19-19/v3/KU-19-19.bam,gs://ccle_bams/wgs/G32831/KU-19-19/v3/KU-19-19.bai,,KU1919,Male,Male,urinary_tract,Bladder Cancer,bladder_carcinoma,CCLE line,ACH-000486,,1,,CCLE2,wgs,,734865.5,,urinary_tract,bladder_transitional_cell,PT-yhuKSef7,,,,OuQtng==,,,,,,,,,,
CDS-Wmm2y2,,gs://ccle_bams/wgs/G32831/KYM-1/v2/KYM-1.bam,gs://ccle_bams/wgs/G32831/KYM-1/v2/KYM-1.bai,,KYM1,Male,Male,soft_tissue,Rhabdoid,malignant_rhabdoid_tumor,CCLE line,ACH-000607,,1,,CCLE2,wgs,,734860.4,,soft_tissue,,PT-PPeJmW39,,,,nQhYUA==,,,,,,,,,,
CDS-nrsrS3,,gs://ccle_bams/wgs/G32831/KYSE-520/v1/KYSE-520.bam,gs://ccle_bams/wgs/G32831/KYSE-520/v1/KYSE-520.bai,,KYSE520,Female,Female,oesophagus,Esophageal Cancer,esophagus_squamous,CCLE line,ACH-000637,,1,,CCLE2,wgs,,734867.3333333334,,esophagus,,PT-o7zROzM0,,,,24xyYQ==,,,,,,,,,,
CDS-2AAbG2,,gs://ccle_bams/wgs/G32831/KYSE-70/v2/KYSE-70.bam,gs://ccle_bams/wgs/G32831/KYSE-70/v2/KYSE-70.bai,,KYSE70,Male,Male,oesophagus,Esophageal Cancer,esophagus_squamous,CCLE line,ACH-000784,,1,,CCLE2,wgs,,734871.0,,esophagus,,PT-33F2fBUW,,,,sEFvcQ==,,,,,,,,,,
CDS-tKVGjb,,gs://ccle_bams/wgs/G32831/LAMA-84/v1/LAMA-84.bam,gs://ccle_bams/wgs/G32831/LAMA-84/v1/LAMA-84.bai,,LAMA84,Female,Female,haematopoietic_and_lymphoid_tissue,Leukemia,CML,CCLE line,ACH-000301,,1,,CCLE2,wgs,,734865.0,,blood,blast_crisis,PT-6srSkj6O,,,,VQyTKQ==,,,,,,,,,,
CDS-Uvx1TL,,gs://ccle_bams/wgs/G32831/LC-1F/v2/LC-1F.bam,gs://ccle_bams/wgs/G32831/LC-1F/v2/LC-1F.bai,,LC1F,Male,Male,lung,Lung Cancer,NSCLC,CCLE line; LC-1-sq &amp; LC-1F derived from same patient (Riken).,ACH-000705,,1,,CCLE2,wgs,,734852.3333333334,,lung,NSCLC_squamous,PT-7KK4UfnX,,,,GcrhDw==,,,,,,,,,,
CDS-BnfCrR,,gs://ccle_bams/wgs/G32831/LK-2/v2/LK-2.bam,gs://ccle_bams/wgs/G32831/LK-2/v2/LK-2.bai,,LK2,Male,Male,lung,Lung Cancer,NSCLC,CCLE line,ACH-000769,,1,,CCLE2,wgs,,734871.0,,lung,NSCLC_squamous,PT-VBGMqgjd,,,,FS5iqg==,,,,,,,,,,
CDS-NtTy7F,,gs://ccle_bams/wgs/G32831/LN-18/v2/LN-18.bam,gs://ccle_bams/wgs/G32831/LN-18/v2/LN-18.bai,,LN18,Male,Male,central_nervous_system,Brain Cancer,glioma,CCLE line,ACH-000819,,1,,CCLE2,wgs,,734869.0,,central_nervous_system,glioblastoma,PT-qNI4VQEq,,,,gYb5eQ==,,,,,,,,,,
CDS-AaOEz1,,gs://ccle_bams/wgs/G32831/LN-229/v2/LN-229.bam,gs://ccle_bams/wgs/G32831/LN-229/v2/LN-229.bai,,LN229,Female,Female,central_nervous_system,Brain Cancer,glioma,CCLE line,ACH-000595,,1,,CCLE2,wgs,,734857.6666666666,,central_nervous_system,glioblastoma,PT-u0fXOC55,,,,6uwW6A==,,,,,,,,,,
CDS-7aebuK,,gs://ccle_bams/wgs/G32831/LS411N/v1/LS411N.bam,gs://ccle_bams/wgs/G32831/LS411N/v1/LS411N.bai,,LS411N,Male,Male,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000985,,1,,CCLE2,wgs,,734850.6666666666,,colorectal,,PT-EWPIGDti,,,,d3lkUA==,,,,,,,,,,
CDS-Q35ZbB,,gs://ccle_bams/wgs/G32831/LS513/v5/LS513.bam,gs://ccle_bams/wgs/G32831/LS513/v5/LS513.bai,HCC1588,LS513,Female,Male,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line; Identical lines: HCC-1588 and LS513 share high SNP identity. Really is LS513,ACH-000007,,1,,CCLE2,wgs,,734883.5,,colorectal,,PT-epLMsCoH,,,,GHdRog==,,,,,,,,,,
CDS-kmfiCf,,gs://ccle_bams/wgs/G32831/LS_180/v1/LS_180.bam,gs://ccle_bams/wgs/G32831/LS_180/v1/LS_180.bai,,LS180,Female,Female,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line; LS 174T is a variant of LS 180 that has been maintained by using trypsin in the subculture protocol (ATCC).,ACH-000957,,1,,CCLE2,wgs,,734852.0,,colorectal,,PT-ocjxs61z,,,,+bed4Q==,,,,,,,,,,
CDS-qFiTm3,,gs://ccle_bams/wgs/G32831/LU99/v3/LU99.bam,gs://ccle_bams/wgs/G32831/LU99/v3/LU99.bai,,LU99,Male,Male,pleura,Lung Cancer,NSCLC,CCLE line,ACH-000444,,1,,CCLE2,wgs,,734928.0,,lung,NSCLC_large_cell,PT-EWUid9KQ,,,,nHJeYg==,,,,,,,,,,
CDS-2s2SzB,,gs://ccle_bams/wgs/G32831/LoVo/v1/LoVo.bam,gs://ccle_bams/wgs/G32831/LoVo/v1/LoVo.bai,,LOVO,Male,Male,lymph_node,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000950,,1,,CCLE2,wgs,,734855.3333333334,,colorectal,,PT-0ha43rxx,,,,kdEXdA==,,,,,,,,,,
CDS-qxi9TK,,gs://ccle_bams/wgs/G32831/MCF7/v1/MCF7.bam,gs://ccle_bams/wgs/G32831/MCF7/v1/MCF7.bai,,MCF7,Female,Female,pleural_effusion,Breast Cancer,breast_carcinoma,CCLE line; ERpos; Identical lines: MCF-7 and KPL-1 share high SNP identity; luminal,ACH-000019,,1,,CCLE2,wgs,,734869.3333333334,,breast,ERpos_HER2neg,PT-sXMhYTOF,,,,eGoQIg==,,,,,,,,,,
CDS-EnKWpV,,gs://ccle_bams/wgs/G32831/MDA-MB-157/v3/MDA-MB-157.bam,gs://ccle_bams/wgs/G32831/MDA-MB-157/v3/MDA-MB-157.bai,,MDAMB157,Female,Female,pleural_effusion,Breast Cancer,breast_ductal_carcinoma,CCLE line; TNBC; basal,ACH-000621,,1,,CCLE2,wgs,,734889.125,,breast,ERneg_HER2neg,PT-KQ5tWioC,,,,+QwMNQ==,,,,,,,,,,
CDS-wPv4Mg,,gs://ccle_bams/wgs/G32831/MDA-MB-231/v2/MDA-MB-231.bam,gs://ccle_bams/wgs/G32831/MDA-MB-231/v2/MDA-MB-231.bai,,MDAMB231,Female,Female,pleural_effusion,Breast Cancer,breast_carcinoma,CCLE line; TNBC; basal,ACH-000768,,1,,CCLE2,wgs,,734866.4,,breast,ERneg_HER2neg,PT-hNRC0t3p,,,,5cFegQ==,,,,,,,,,,
CDS-lQokdY,,gs://ccle_bams/wgs/G32831/MDA-MB-361/v2/MDA-MB-361.bam,gs://ccle_bams/wgs/G32831/MDA-MB-361/v2/MDA-MB-361.bai,,MDAMB361,Female,Female,central_nervous_system,Breast Cancer,breast_carcinoma,CCLE line; HER2Amp; luminal,ACH-000934,,1,,CCLE2,wgs,,734853.3333333334,,breast,ERpos_HER2pos,PT-f0idLeli,,,,OsOUlQ==,,,,,,,,,,
CDS-kaoPeL,,gs://ccle_bams/wgs/G32831/MDA-MB-453/v1/MDA-MB-453.bam,gs://ccle_bams/wgs/G32831/MDA-MB-453/v1/MDA-MB-453.bai,,MDAMB453,Female,Female,pericardial_effusion,Breast Cancer,breast_carcinoma,CCLE line; TNBC; luminal,ACH-000910,,1,,CCLE2,wgs,,734852.0,,breast,ERneg_HER2neg,PT-ujig6mtm,,,,59XSIA==,,,,,,,,,,
CDS-xe8NpT,,gs://ccle_bams/wgs/G32831/MFE-280/v1/MFE-280.bam,gs://ccle_bams/wgs/G32831/MFE-280/v1/MFE-280.bai,,MFE280,Female,Female,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,CCLE line,ACH-000192,,1,,CCLE2,wgs,,734867.3333333334,,uterus,,PT-cbE5zXyW,,,,6xBb0g==,,,,,,,,,,
CDS-p9GlC3,,gs://ccle_bams/wgs/G32831/MFE-319/v2/MFE-319.bam,gs://ccle_bams/wgs/G32831/MFE-319/v2/MFE-319.bai,,MFE319,Female,Female,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,CCLE line,ACH-000988,,1,,CCLE2,wgs,,734851.6666666666,,uterus,,PT-EAfQwrVh,,,,M5EbOw==,,,,,,,,,,
CDS-82ZkGF,,gs://ccle_bams/wgs/G32831/MIA_PaCa-2/v1/MIA_PaCa-2.bam,gs://ccle_bams/wgs/G32831/MIA_PaCa-2/v1/MIA_PaCa-2.bai,,MIAPACA2,Male,Male,pancreas,Pancreatic Cancer,exocrine,CCLE line; exocrine adenocarcinoma,ACH-000601,,1,,CCLE2,wgs,,734849.3333333334,,pancreas,exocrine_adenocarcinoma,PT-9FekhbrI,,,,97C5/g==,,,,,,,,,,
CDS-K5pHS4,,gs://ccle_bams/wgs/G32831/MKN1/v2/MKN1.bam,gs://ccle_bams/wgs/G32831/MKN1/v2/MKN1.bai,,MKN1,Male,Male,lymph_node,Gastric Cancer,gastric_adenocarcinoma,CCLE line,ACH-000351,,1,,CCLE2,wgs,,734871.5,,gastric,,PT-7lGz4hHm,,,,Llkrng==,,,,,,,,,,
CDS-nSgiDC,,gs://ccle_bams/wgs/G32831/MONO-MAC-1/v2/MONO-MAC-1.bam,gs://ccle_bams/wgs/G32831/MONO-MAC-1/v2/MONO-MAC-1.bai,,MONOMAC1,Male,Male,haematopoietic_and_lymphoid_tissue,Leukemia,AML,CCLE line; MLL-AF4; p53 mut; RAS WT; FLT3-ITD; MONO-MAC-1 and MONO-MAC-6 were derived from the same patient,ACH-001129,,1,,CCLE2,wgs,,734859.0,,blood,,PT-EDkpMwcH,,,,y2QITw==,,,,,,,,,,
CDS-XBgVc6,,gs://ccle_bams/wgs/G32831/MV-4-11/v1/MV-4-11.bam,gs://ccle_bams/wgs/G32831/MV-4-11/v1/MV-4-11.bai,,MV411,Male,Male,haematopoietic_and_lymphoid_tissue,Leukemia,AML,CCLE line; PML-RARa; p53 mut; KRAS mut,ACH-000045,,1,,CCLE2,wgs,,734856.0,,blood,,PT-guGyHX0L,,,,niU6kA==,,,,,,,,,,
CDS-TJsBgG,,gs://ccle_bams/wgs/G32831/NCI-H1355/v1/NCI-H1355.bam,gs://ccle_bams/wgs/G32831/NCI-H1355/v1/NCI-H1355.bai,,NCIH1355,Male,Male,pleural_effusion,Lung Cancer,NSCLC,CCLE line,ACH-000666,,1,,CCLE2,wgs,,734853.3333333334,,lung,NSCLC_adenocarcinoma,PT-omXKEMkK,,,,h4KdKg==,,,,,,,,,,
CDS-yi2mtY,,gs://ccle_bams/wgs/G32831/NCI-H1435/v1/NCI-H1435.bam,gs://ccle_bams/wgs/G32831/NCI-H1435/v1/NCI-H1435.bai,,NCIH1435,Female,Female,lung,Lung Cancer,NSCLC,CCLE line,ACH-000852,,1,,CCLE2,wgs,,734865.3333333334,,lung,NSCLC_adenocarcinoma,PT-YVCTAxHK,,,,OnwoPA==,,,,,,,,,,
CDS-SboeUb,,gs://ccle_bams/wgs/G32831/NCI-H1693/v1/NCI-H1693.bam,gs://ccle_bams/wgs/G32831/NCI-H1693/v1/NCI-H1693.bai,,NCIH1693,Female,Female,lymph_node,Lung Cancer,NSCLC,CCLE line,ACH-000021,,1,,CCLE2,wgs,,734850.6666666666,,lung,NSCLC_adenocarcinoma,PT-aVL7ApzG,,,,NUtZ6g==,,,,,,,,,,
CDS-sosg6Y,,gs://ccle_bams/wgs/G32831/NCI-H1703/v3/NCI-H1703.bam,gs://ccle_bams/wgs/G32831/NCI-H1703/v3/NCI-H1703.bai,,NCIH1703,Male,Male,lung,Lung Cancer,NSCLC,CCLE line,ACH-000747,,1,,CCLE2,wgs,,734863.5,,lung,NSCLC_squamous,PT-HYqFtzvl,,,,RvRX0w==,,,,,,,,,,
CDS-PxBI5X,,gs://ccle_bams/wgs/G32831/NCI-H1792/v3/NCI-H1792.bam,gs://ccle_bams/wgs/G32831/NCI-H1792/v3/NCI-H1792.bai,,NCIH1792,Male,Male,pleural_effusion,Lung Cancer,NSCLC,CCLE line,ACH-000496,,1,,CCLE2,wgs,,734863.5,,lung,NSCLC_adenocarcinoma,PT-yj5xIEM7,,,,7WcYEg==,,,,,,,,,,
CDS-Bm9D8M,,gs://ccle_bams/wgs/G32831/NCI-H1793/v1/NCI-H1793.bam,gs://ccle_bams/wgs/G32831/NCI-H1793/v1/NCI-H1793.bai,,NCIH1793,Female,Female,lung,Lung Cancer,NSCLC,CCLE line; Derived from never smoker,ACH-000888,,1,,CCLE2,wgs,,734934.6666666666,,lung,NSCLC_adenocarcinoma,PT-cUpYwnST,,,,p24iFQ==,,,,,,,,,,
CDS-QYj8zG,,gs://ccle_bams/wgs/G32831/NCI-H1869/v2/NCI-H1869.bam,gs://ccle_bams/wgs/G32831/NCI-H1869/v2/NCI-H1869.bai,,NCIH1869,Male,Male,pleural_effusion,Lung Cancer,NSCLC,CCLE line,ACH-000894,,1,,CCLE2,wgs,,734872.5,,lung,NSCLC_squamous,PT-XfKDmFZr,,,,KcMUAQ==,,,,,,,,,,
CDS-WOzzTa,,gs://ccle_bams/wgs/G32831/NCI-H1975/v2/NCI-H1975.bam,gs://ccle_bams/wgs/G32831/NCI-H1975/v2/NCI-H1975.bai,,NCIH1975,Female,Female,lung,Lung Cancer,NSCLC,CCLE line,ACH-000587,,1,,CCLE2,wgs,,734869.3333333334,,lung,NSCLC_adenocarcinoma,PT-E9SGow3g,,,,yZmWaA==,,,,,,,,,,
CDS-CyZGey,,gs://ccle_bams/wgs/G32831/NCI-H2030/v3/NCI-H2030.bam,gs://ccle_bams/wgs/G32831/NCI-H2030/v3/NCI-H2030.bai,,NCIH2030,Male,Male,lymph_node,Lung Cancer,NSCLC,CCLE line,ACH-000521,,1,,CCLE2,wgs,,734861.75,,lung,NSCLC_adenocarcinoma,PT-fdsmQQNm,,,,Ko0QzQ==,,,,,,,,,,
CDS-hG6zDR,,gs://ccle_bams/wgs/G32831/NCI-H2228/v2/NCI-H2228.bam,gs://ccle_bams/wgs/G32831/NCI-H2228/v2/NCI-H2228.bai,,NCIH2228,Female,Female,lung,Lung Cancer,NSCLC,CCLE line,ACH-000447,,1,,CCLE2,wgs,,734866.5,,lung,NSCLC_adenocarcinoma,PT-dcAy0hL9,,,,bDm0Fg==,,,,,,,,,,
CDS-vOVtqd,,gs://ccle_bams/wgs/G32831/NCI-H226/v1/NCI-H226.bam,gs://ccle_bams/wgs/G32831/NCI-H226/v1/NCI-H226.bai,,NCIH226,Male,Male,pleural_effusion,Lung Cancer,NSCLC,CCLE line,ACH-000367,,1,,CCLE2,wgs,,734850.6666666666,,lung,NSCLC_squamous,PT-jU3QwYEW,,,,pjFKgQ==,,,,,,,,,,
CDS-cerzh5,,gs://ccle_bams/wgs/G32831/NCI-H23/v2/NCI-H23.bam,gs://ccle_bams/wgs/G32831/NCI-H23/v2/NCI-H23.bai,,NCIH23,Male,Male,lung,Lung Cancer,NSCLC,CCLE line,ACH-000900,,1,,CCLE2,wgs,,734859.0,,lung,NSCLC_adenocarcinoma,PT-PK21WciU,,,,gwP7yA==,,,,,,,,,,
CDS-iXzCuK,,gs://ccle_bams/wgs/G32831/NCI-H3255/v1/NCI-H3255.bam,gs://ccle_bams/wgs/G32831/NCI-H3255/v1/NCI-H3255.bai,,NCIH3255,Female,Female,lung,Lung Cancer,NSCLC,Identical lines: NCI-H322 and NCI-H3255 share high SNP identity; Received from CCLE; originally academic lab (Meyerson received from Minna),ACH-000109,,1,,CCLE2,wgs,,735023.0,,lung,NSCLC_adenocarcinoma,PT-ceHxv0dF,,,,iIvF6A==,,,,,,,,,,
CDS-Wszh2o,,gs://ccle_bams/wgs/G32831/NCI-H358/v1/NCI-H358.bam,gs://ccle_bams/wgs/G32831/NCI-H358/v1/NCI-H358.bai,,NCIH358,Male,Male,lung,Lung Cancer,NSCLC,CCLE line,ACH-000860,,1,,CCLE2,wgs,,735025.0,,lung,NSCLC_adenocarcinoma,PT-HLoL0NZn,,,,Y65RbQ==,,,,,,,,,,
CDS-qBz4o9,,gs://ccle_bams/wgs/G32831/NCI-H460/v2/NCI-H460.bam,gs://ccle_bams/wgs/G32831/NCI-H460/v2/NCI-H460.bai,,NCIH460,Male,Male,pleural_effusion,Lung Cancer,NSCLC,CCLE line,ACH-000463,,1,,CCLE2,wgs,,734871.0,,lung,NSCLC_large_cell,PT-iTBA6MSQ,,,,ky7U9A==,,,,,,,,,,
CDS-IFlU2c,,gs://ccle_bams/wgs/G32831/NCI-H508/v1/NCI-H508.bam,gs://ccle_bams/wgs/G32831/NCI-H508/v1/NCI-H508.bai,,NCIH508,Male,Male,abdomen,Colon/Colorectal Cancer,caecum_adenocarcinoma,CCLE line,ACH-000360,,1,,CCLE2,wgs,,735025.0,,colorectal,,PT-WLPrFoJ3,,,,Tb4q8Q==,,,,,,,,,,
CDS-P44nQ6,,gs://ccle_bams/wgs/G32831/NCI-H520/v1/NCI-H520.bam,gs://ccle_bams/wgs/G32831/NCI-H520/v1/NCI-H520.bai,,NCIH520,Male,Male,lung,Lung Cancer,NSCLC,CCLE line,ACH-000395,,1,,CCLE2,wgs,,734873.6,,lung,NSCLC_squamous,PT-ieD6Co51,,,,4BbM1A==,,,,,,,,,,
CDS-MA6vzk,,gs://ccle_bams/wgs/G32831/NCI-H596/v2/NCI-H596.bam,gs://ccle_bams/wgs/G32831/NCI-H596/v2/NCI-H596.bai,,NCIH596,Male,Male,lung,Lung Cancer,NSCLC,CCLE line,ACH-000628,,1,,CCLE2,wgs,,734853.3333333334,,lung,NSCLC_adenosquamous,PT-h3JVBJOB,,,,iwFXhA==,,,,,,,,,,
CDS-OKXyV1,,gs://ccle_bams/wgs/G32831/NCI-H838/v1/NCI-H838.bam,gs://ccle_bams/wgs/G32831/NCI-H838/v1/NCI-H838.bai,,NCIH838,Male,Male,lymph_node,Lung Cancer,NSCLC,CCLE line,ACH-000416,,1,,CCLE2,wgs,,734850.6666666666,,lung,NSCLC_adenocarcinoma,PT-WMUbreG3,,,,6fU0jA==,,,,,,,,,,
CDS-1pLoxn,,gs://ccle_bams/wgs/G32831/NIH_OVCAR-3/v2/NIH_OVCAR-3.bam,gs://ccle_bams/wgs/G32831/NIH_OVCAR-3/v2/NIH_OVCAR-3.bai,,NIHOVCAR3,Female,Female,ascites,Ovarian Cancer,ovary_adenocarcinoma,CCLE line; High grade ovarian serous adenocarcinoma; Identical lines: NIH:OVCAR-3 and ONCO-DG-1 share high SNP identity,ACH-000001,,1,,CCLE2,wgs,,734856.2,,ovary,high_grade_serous,PT-VPEr3Syq,,,,k7CGdg==,,,,,,,,,,
CDS-6qT304,,gs://ccle_bams/wgs/G32831/OAW42/v2/OAW42.bam,gs://ccle_bams/wgs/G32831/OAW42/v2/OAW42.bai,,OAW42,Female,Female,ascites,Ovarian Cancer,ovary_carcinoma,CCLE line,ACH-000704,,1,,CCLE2,wgs,,734867.3333333334,,ovary,,PT-81Gv9Ry6,,,,yWhZeA==,,,,,,,,,,
CDS-uEfjlL,,gs://ccle_bams/wgs/G32831/OE19/v2/OE19.bam,gs://ccle_bams/wgs/G32831/OE19/v2/OE19.bai,,OE19,Male,Male,oesophagus,Esophageal Cancer,esophagus_squamous,CCLE line; Laryngeal squamous cell carcinoma,ACH-000679,,1,,CCLE2,wgs,,734866.5,,esophagus,laryngeal,PT-WVUQaFeU,,,,9mggMA==,,,,,,,,,,
CDS-reBZQ5,,gs://ccle_bams/wgs/G32831/OS-RC-2/v1/OS-RC-2.bam,gs://ccle_bams/wgs/G32831/OS-RC-2/v1/OS-RC-2.bai,,OSRC2,Male,Male,kidney,Kidney Cancer,renal_cell_carcinoma,CCLE line,ACH-000159,,1,,CCLE2,wgs,,734872.6666666666,,kidney,,PT-WIJs1WIe,,,,Oy6QAw==,,,,,,,,,,
CDS-C51but,,gs://ccle_bams/wgs/G32831/OV-90/v2/OV-90.bam,gs://ccle_bams/wgs/G32831/OV-90/v2/OV-90.bai,,OV90,Female,Female,ascites,Ovarian Cancer,ovary_adenocarcinoma,CCLE line; papillary serous adenocarcinoma,ACH-000291,,1,,CCLE2,wgs,,734870.75,,ovary,high_grade_serous,PT-YZ5K2zbX,,,,GQY24g==,,,,,,,,,,
CDS-kP6954,,gs://ccle_bams/wgs/G32831/OV56/v2/OV56.bam,gs://ccle_bams/wgs/G32831/OV56/v2/OV56.bai,,OV56,Female,Female,ascites,Ovarian Cancer,ovary_adenocarcinoma,CCLE line,ACH-000091,,1,,CCLE2,wgs,,734862.0,,ovary,serous,PT-WDnE3Zsm,,,,P4jRyg==,,,,,,,,,,
CDS-njO2PJ,,gs://ccle_bams/wgs/G32831/OV7/v1/OV7.bam,gs://ccle_bams/wgs/G32831/OV7/v1/OV7.bai,,OV7,Female,Female,ovary,Ovarian Cancer,ovary_adenocarcinoma,CCLE line; mixed serous and clear cell,ACH-000688,,1,,CCLE2,wgs,,735025.0,,ovary,mixed_serous_clear_cell,PT-0OL9OE9S,,,,ugs2VA==,,,,,,,,,,
CDS-YPwSvi,,gs://ccle_bams/wgs/G32831/OVCAR-4/v2/OVCAR-4.bam,gs://ccle_bams/wgs/G32831/OVCAR-4/v2/OVCAR-4.bai,,OVCAR4,Female,Female,ascites,Ovarian Cancer,ovary_adenocarcinoma,CCLE line; High grade ovarian serous adenocarcinoma,ACH-000617,,1,,CCLE2,wgs,,734872.5,,ovary,high_grade_serous,PT-HnqFNipn,,,,7YgVTw==,,,,,,,,,,
CDS-PmPgU5,,gs://ccle_bams/wgs/G32831/OVCAR-8/v2/OVCAR-8.bam,gs://ccle_bams/wgs/G32831/OVCAR-8/v2/OVCAR-8.bai,,OVCAR8,Female,Female,ovary,Ovarian Cancer,ovary_adenocarcinoma,CCLE line,ACH-000696,,1,,CCLE2,wgs,,734860.0,,ovary,high_grade_serous,PT-lYsCMlZ7,,,,yaEYZw==,,,,,,,,,,
CDS-KCB1BR,,gs://ccle_bams/wgs/G32831/OVK18/v2/OVK18.bam,gs://ccle_bams/wgs/G32831/OVK18/v2/OVK18.bai,,OVK18,Female,Female,ascites,Ovarian Cancer,ovary_adenocarcinoma,CCLE line; hypermutated,ACH-000947,,1,,CCLE2,wgs,,734859.0,,ovary,endometrioid,PT-50Uf01MO,,,,brMuTw==,,,,,,,,,,
CDS-w5MfyB,,gs://ccle_bams/wgs/G32831/PA-TU-8988T/v2/PA-TU-8988T.bam,gs://ccle_bams/wgs/G32831/PA-TU-8988T/v2/PA-TU-8988T.bai,,PATU8988T,Female,Female,liver,Pancreatic Cancer,exocrine,CCLE line; PA-TU-8988T &amp; PA-TU-8988S derived from the same patient (DSMZ).,ACH-000023,,1,,CCLE2,wgs,,734873.0,,pancreas,exocrine_adenocarcinoma,PT-8ekPbQyK,,,,jMJc/Q==,,,,,,,,,,
CDS-VnMBYD,,gs://ccle_bams/wgs/G32831/PANC-1/v2/PANC-1.bam,gs://ccle_bams/wgs/G32831/PANC-1/v2/PANC-1.bai,,PANC1,Male,Male,pancreas,Pancreatic Cancer,exocrine,CCLE line,ACH-000164,,1,,CCLE2,wgs,,734865.3333333334,,pancreas,exocrine_adenocarcinoma,PT-5xYdQU9u,,,,WlEDKw==,,,,,,,,,,
CDS-jP9Ha0,,gs://ccle_bams/wgs/G32831/Panc_03.27/v2/Panc_03.27.bam,gs://ccle_bams/wgs/G32831/Panc_03.27/v2/Panc_03.27.bai,,PANC0327,Female,Female,pancreas,Pancreatic Cancer,exocrine,CCLE line,ACH-000139,,1,,CCLE2,wgs,,734876.0,,pancreas,exocrine_adenocarcinoma,PT-ZxJmK9lC,,,,FbYhag==,,,,,,,,,,
CDS-sQK6qD,,gs://ccle_bams/wgs/G32831/Panc_10.05/v2/Panc_10.05.bam,gs://ccle_bams/wgs/G32831/Panc_10.05/v2/Panc_10.05.bai,,PANC1005,Male,Male,pancreas,Pancreatic Cancer,exocrine,CCLE line; Identical lines: Panc 10.05 and PL45 were derived from the same sample,ACH-000060,,1,,CCLE2,wgs,,734853.0,,pancreas,exocrine_adenocarcinoma,PT-DnX5YcyN,,,,xc/IhQ==,,,,,,,,,,
CDS-AtSwiZ,,gs://ccle_bams/wgs/G32831/REC-1/v2/REC-1.bam,gs://ccle_bams/wgs/G32831/REC-1/v2/REC-1.bai,,REC1,Male,Male,lymph_node,Lymphoma,non_hodgkin_lymphoma,CCLE line,ACH-000068,,1,,CCLE2,wgs,,734869.0,,lymphocyte,b_cell_mantle_cell,PT-yxXdVJV4,,,,mPTzpw==,,,,,,,,,,
CDS-Q5afV3,,gs://ccle_bams/wgs/G32831/RL95-2/v1/RL95-2.bam,gs://ccle_bams/wgs/G32831/RL95-2/v1/RL95-2.bai,,RL952,Female,Female,endometrium,Endometrial/Uterine Cancer,endometrial_adenosquamous,CCLE line,ACH-000965,,1,,CCLE2,wgs,,734868.0,,uterus,,PT-qgJRK9AO,,,,mnxL+w==,,,,,,,,,,
CDS-jjaUWl,,gs://ccle_bams/wgs/G32831/RMG-I/v2/RMG-I.bam,gs://ccle_bams/wgs/G32831/RMG-I/v2/RMG-I.bai,,RMGI,Female,Female,ascites,Ovarian Cancer,ovary_adenocarcinoma,"CCLE line; clear cell carcinoma,mesonephroid adenocarcinoma",ACH-000719,,1,,CCLE2,wgs,,734873.0,,ovary,clear_cell,PT-7Zzf8vq3,,,,pWvPGA==,,,,,,,,,,
