cds_id,arxspan_id,version,sm_id,ccle_name,stripped_cell_line_name,patient_id,cellosaurus_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,gender,matched_normal,age,primary_site,primary_disease,subtype,subsubtype,origin,mediatype,condition,datatype,sequencing_type,baits,comments,source,sequencing_date,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2
CDS-toQoVS,ACH-001641,1,,,SAT,PT-uOqhQJIC,CVCL_3160,,gs://cclebams/wes/SANGER_SAT_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/wes/SANGER_SAT_UPPER_AERODIGESTIVE_TRACT.bai,,Unknown,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,,upper_aerodigestive,,,wes,,AGILENT,,SANGER,U,,,,meXveQ==,,,,,,,,,,
CDS-XXiEV8,ACH-002196,1,,,SBC1,PT-35975WiV,CVCL_1676,,gs://cclebams/wes/SANGER_SBC1_LUNG.bam,gs://cclebams/wes/SANGER_SBC1_LUNG.bai,,,,,,,,,,,,wes,,AGILENT,,SANGER,U,,,,mRdqzg==,,,,,,,,,,
CDS-ZXdECF,ACH-002197,1,,,SBC3,PT-AXLXoRMK,CVCL_1678,,gs://cclebams/wes/SANGER_SBC3_LUNG.bam,gs://cclebams/wes/SANGER_SBC3_LUNG.bai,,,,,,,,,,,,wes,,AGILENT,,SANGER,U,,,,QK5JKQ==,,,,,,,,,,
CDS-Lo73wM,ACH-000670,1,,,SBC5,PT-j63DP7S3,CVCL_1679,,gs://cclebams/hybrid_capture/SBC5_LUNG.bam,gs://cclebams/hybrid_capture/SBC5_LUNG.bai,,Male,,,pleural_effusion,Lung Cancer,SCLC,,lung,,,hybrid_capture,,,CCLE line,CCLE2,14/11/2010,,,,mA5lwg==,,,,,,,,,,
CDS-KlVnbK,ACH-000670,1,,,SBC5,PT-j63DP7S3,CVCL_1679,,gs://cclebams/rna/G27284.SBC-5.1.bam,gs://cclebams/rna/G27284.SBC-5.1.bai,,Male,,,pleural_effusion,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,14/1/2013,,,,Te/9Mg==,,,,,,,,,,
CDS-mvCUaO,ACH-000670,1,,,SBC5,PT-j63DP7S3,CVCL_1679,,gs://cclebams/wgs/G16357/SBC-5/v1/SBC-5.bam,gs://cclebams/wgs/G16357/SBC-5/v1/SBC-5.bai,,Male,,,pleural_effusion,Lung Cancer,SCLC,,lung,,,wgs,,,CCLE line,CCLE2,4/1/2012,,,,zIcwdQ==,,,,,,,,,,
CDS-un4cLN,ACH-000670,1,,,SBC5,PT-j63DP7S3,CVCL_1679,,gs://cclebams/raindance/G16640/SBC-5/current/SBC-5.bam,gs://cclebams/raindance/G16640/SBC-5/current/SBC-5.bai,,Male,,,pleural_effusion,Lung Cancer,SCLC,,lung,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,z7SwBQ==,,,,,,,,,,
CDS-qOtgjv,ACH-000670,1,,,SBC5,PT-j63DP7S3,CVCL_1679,,gs://cclebams/RRBS/G29750/SBC-5/v2/SBC-5.bam,gs://cclebams/RRBS/G29750/SBC-5/v2/SBC-5.bai,,Male,,,pleural_effusion,Lung Cancer,SCLC,,lung,,,RRBS,,,CCLE line,CCLE2,5/5/2013,,,,wXWSfg==,,,,,,,,,,
CDS-CrDioN,ACH-000670,1,,,SBC5,PT-j63DP7S3,CVCL_1679,,gs://cclebams/wes/SANGER_SBC5_LUNG.bam,gs://cclebams/wes/SANGER_SBC5_LUNG.bai,,Male,,,pleural_effusion,Lung Cancer,SCLC,,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,3lInWA==,,,,,,,,,,
CDS-iXhz1w,ACH-002392,1,,,SC1,PT-wzYZLFcW,CVCL_1888,,gs://cclebams/wes/SANGER_SCI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_SCI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,,67.0,,,,,,,,wes,,AGILENT,,SANGER,U,,,,tF3pqg==,,,,,,,,,,
CDS-olnBVc,ACH-001279,1,,,SCCOHT1,PT-vJNJjtah,CVCL_VU69,,gs://cclebams/rna/G100662/SCCOHT-1_1/current/SCCOHT-1_1.bam,gs://cclebams/rna/G100662/SCCOHT-1_1/current/SCCOHT-1_1.bai,,Unknown,,,ovary,Ovarian Cancer,SCCOHT,,ovary,,,rna,,polyA,"From Cigall Kadoch&#39;s group (via Josh Pan); Received from Academic lab (Kadoch, Broad)",DEPMAP,12/6/2016,,,,1LebRw==,,,,,,,,,,
CDS-DDk8Ce,ACH-001279,1,,,SCCOHT1,PT-vJNJjtah,CVCL_VU69,,gs://cclebams/wes/RP-1561/Exome/SCCOHT-1/v1/SCCOHT-1.bam,gs://cclebams/wes/RP-1561/Exome/SCCOHT-1/v1/SCCOHT-1.bai,,Unknown,,,ovary,Ovarian Cancer,SCCOHT,,ovary,,,wes,,ICE,"From Cigall Kadoch&#39;s group (via Josh Pan); Received from Academic lab (Kadoch, Broad)",DEPMAP,24/4/2019,,,,bI9t1w==,,,,,,,,,,
CDS-2aFKN1,ACH-002198,1,,,SCH,PT-ZD2p60IW,CVCL_1687,,gs://cclebams/wes/SANGER_SCH_STOMACH.bam,gs://cclebams/wes/SANGER_SCH_STOMACH.bai,,,,,,,,,,,,wes,,AGILENT,,SANGER,U,,,,V8KJHQ==,,,,,,,,,,
CDS-fXzOme,ACH-001280,1,,,SCS214,PT-OLofgAuf,CVCL_WU91,,gs://cclebams/wes/RP-1211/Exome/SCS214_1/v1/SCS214_1.bam,gs://cclebams/wes/RP-1211/Exome/SCS214_1/v1/SCS214_1.bai,,Unknown,,,soft_tissue,Sarcoma,synovial_sarcoma,,soft_tissue,,,wes,,ICE,"Received from Academic lab (Kadoch, Broad)",DEPMAP,7/7/2017,,,,cSNnFQ==,,,,,,,,,,
CDS-hJz50N,ACH-001280,1,,,SCS214,PT-OLofgAuf,CVCL_WU91,,gs://cclebams/rna/G130264/SCS214_1/current/SCS214_1.bam,gs://cclebams/rna/G130264/SCS214_1/current/SCS214_1.bai,,Unknown,,,soft_tissue,Sarcoma,synovial_sarcoma,,soft_tissue,,,rna,,polyA,"Received from Academic lab (Kadoch, Broad)",DEPMAP,10/8/2017,,,,4yMKGw==,,,,,,,,,,
CDS-R3DyAh,ACH-000609,1,,,SF126,PT-HePg1Uxm,CVCL_1688,,gs://cclebams/raindance/SF126.bam,gs://cclebams/raindance/SF126.bai,,Female,,,central_nervous_system,Brain Cancer,glioma,astrocytoma,central_nervous_system,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,q39m1w==,,,,,,,,,,
CDS-4QnX8K,ACH-000609,1,,,SF126,PT-HePg1Uxm,CVCL_1688,,gs://cclebams/hybrid_capture/SF126_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/hybrid_capture/SF126_CENTRAL_NERVOUS_SYSTEM.bai,,Female,,,central_nervous_system,Brain Cancer,glioma,astrocytoma,central_nervous_system,,,hybrid_capture,,,CCLE line,CCLE2,7/8/2010,,,,QOENWw==,,,,,,,,,,
CDS-QJg9Tx,ACH-000609,1,,,SF126,PT-HePg1Uxm,CVCL_1688,,gs://cclebams/rna/G27221.SF126.1.bam,gs://cclebams/rna/G27221.SF126.1.bai,,Female,,,central_nervous_system,Brain Cancer,glioma,astrocytoma,central_nervous_system,,,rna,,polyA,CCLE line,DEPMAP,14/1/2013,,,,csErEQ==,,,,,,,,,,
CDS-5uufl5,ACH-000609,1,,,SF126,PT-HePg1Uxm,CVCL_1688,,gs://cclebams/RRBS/G29750/SF126/v2/SF126.bam,gs://cclebams/RRBS/G29750/SF126/v2/SF126.bai,,Female,,,central_nervous_system,Brain Cancer,glioma,astrocytoma,central_nervous_system,,,RRBS,,,CCLE line,CCLE2,11/4/2013,,,,Yxh3HQ==,,,,,,,,,,
CDS-R6a8lw,ACH-000609,1,,,SF126,PT-HePg1Uxm,CVCL_1688,,gs://cclebams/wes/SANGER_SF126_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/wes/SANGER_SF126_CENTRAL_NERVOUS_SYSTEM.bai,,Female,,,central_nervous_system,Brain Cancer,glioma,astrocytoma,central_nervous_system,,,wes,,AGILENT,CCLE line,SANGER,U,,,,O9/VsA==,,,,,,,,,,
CDS-ixXfW6,ACH-000887,1,,,SF172,PT-2mQGHzkW,CVCL_V613,,gs://cclebams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/SF172/v1/SF172.bam,gs://cclebams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/SF172/v1/SF172.bai,,Female,,,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,wes,,ICE,Grade IV Astrocytoma; Received from Academic lab (Linda Chin),DEPMAP,7/1/2019,,,,dOjH8w==,,,,,,,,,,
CDS-5QvWSq,ACH-000887,1,,,SF172,PT-2mQGHzkW,CVCL_V613,,gs://cclebams/rna/G41761/SF172/current/SF172.bam,gs://cclebams/rna/G41761/SF172/current/SF172.bai,,Female,,,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,rna,,polyA,Grade IV Astrocytoma; Received from Academic lab (Linda Chin),DEPMAP,1/9/2013,,,,OPb8UQ==,,,,,,,,,,
CDS-34hKv3,ACH-000655,2,,,SF268,PT-BRA5gDt5,CVCL_1689,,gs://cclebams/wes/RP-1561/Exome/SF268/current/SF268.bam,gs://cclebams/wes/RP-1561/Exome/SF268/current/SF268.bai,,Female,,,central_nervous_system,Brain Cancer,glioma,,central_nervous_system,,,wes,,ICE,Received from CCLE; originally academic lab (Garraway lab),DEPMAP,8/6/2018,,,,mK1ZpQ==,,,,,,,,,,
CDS-kYq1j4,ACH-000655,1,,,SF268,PT-BRA5gDt5,CVCL_1689,,gs://cclebams/wes/SANGER_SF268_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/wes/SANGER_SF268_CENTRAL_NERVOUS_SYSTEM.bai,,Female,,,central_nervous_system,Brain Cancer,glioma,,central_nervous_system,,,wes,,AGILENT,Received from CCLE; originally academic lab (Garraway lab),SANGER,U,,,,WahYXA==,,,,,,,,,,
CDS-NMUdpt,ACH-000655,1,,,SF268,PT-BRA5gDt5,CVCL_1689,,gs://cclebams/rna/G27544.SF268.2.bam,gs://cclebams/rna/G27544.SF268.2.bai,,Female,,,central_nervous_system,Brain Cancer,glioma,,central_nervous_system,,,rna,,polyA,Received from CCLE; originally academic lab (Garraway lab),DEPMAP,16/1/2013,,,,rPMh/g==,,,,,,,,,,
CDS-HRpKdr,ACH-000655,1,,,SF268,PT-BRA5gDt5,CVCL_1689,,gs://cclebams/RRBS/G29750/SF268/v2/SF268.bam,gs://cclebams/RRBS/G29750/SF268/v2/SF268.bai,,Female,,,central_nervous_system,Brain Cancer,glioma,,central_nervous_system,,,RRBS,,,Received from CCLE; originally academic lab (Garraway lab),CCLE2,10/3/2013,,,,LdYXGQ==,,,,,,,,,,
CDS-0vJrVH,ACH-000273,1,,,SF539,PT-4FjUab5G,CVCL_1691,,gs://cclebams/RRBS/G29750/SF539/v2/SF539.bam,gs://cclebams/RRBS/G29750/SF539/v2/SF539.bai,,Female,,,central_nervous_system,Brain Cancer,glioma,,central_nervous_system,,,RRBS,,,Received from CCLE; originally academic lab (Garraway lab),CCLE2,10/3/2013,,,,bBZQYA==,,,,,,,,,,
CDS-JGHNth,ACH-000273,1,,,SF539,PT-4FjUab5G,CVCL_1691,,gs://cclebams/rna/G27542.SF539.2.bam,gs://cclebams/rna/G27542.SF539.2.bai,,Female,,,central_nervous_system,Brain Cancer,glioma,,central_nervous_system,,,rna,,polyA,Received from CCLE; originally academic lab (Garraway lab),DEPMAP,16/1/2013,,,,6FTJYw==,,,,,,,,,,
CDS-0Hw2Bk,ACH-000273,1,,,SF539,PT-4FjUab5G,CVCL_1691,,gs://cclebams/wes/SANGER_SF539_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/wes/SANGER_SF539_CENTRAL_NERVOUS_SYSTEM.bai,,Female,,,central_nervous_system,Brain Cancer,glioma,,central_nervous_system,,,wes,,AGILENT,Received from CCLE; originally academic lab (Garraway lab),SANGER,U,,,,q6qtag==,,,,,,,,,,
CDS-ivRMKq,ACH-001857,1,,,SG231,PT-B0jHWkhJ,CVCL_0519,,gs://cclebams/rna/RP-1561/RNA/SG231/current/SG231.bam,gs://cclebams/rna/RP-1561/RNA/SG231/current/SG231.bai,,Male,,,biliary_tract,Bile Duct Cancer,cholangiocarcinoma,intrahepatic,bile_duct,,,rna,,polyA,"Received from Academic lab (Bardeesy, MGH) - established",DEPMAP,21/7/2018,,,,CPS+wg==,,,,,,,,,,
CDS-IAZz6r,ACH-001857,1,,,SG231,PT-B0jHWkhJ,CVCL_0519,,gs://cclebams/wes/SG231.bam,gs://cclebams/wes/SG231.bai,,Male,,,biliary_tract,Bile Duct Cancer,cholangiocarcinoma,intrahepatic,bile_duct,,,wes,,ICE,"Received from Academic lab (Bardeesy, MGH) - established",DEPMAP,24/9/2018,,,,u7VonQ==,,,,,,,,,,
CDS-eIj3M5,ACH-000764,1,,,SH10TC,PT-aOY5hm8j,CVCL_5167,,gs://cclebams/wgs/G16456/SH-10-TC/v2/SH-10-TC.bam,gs://cclebams/wgs/G16456/SH-10-TC/v2/SH-10-TC.bai,,Unknown,,,stomach,Gastric Cancer,gastric_adenocarcinoma,mucinous,gastric,,,wgs,,,CCLE line; mucinous_adenocarcinoma,CCLE2,5/1/2012,,,,Z1Siyw==,,,,,,,,,,
CDS-TFTxez,ACH-000764,1,,,SH10TC,PT-aOY5hm8j,CVCL_5167,,gs://cclebams/wes/C836.SH-10-TC.2.bam,gs://cclebams/wes/C836.SH-10-TC.2.bai,,Unknown,,,stomach,Gastric Cancer,gastric_adenocarcinoma,mucinous,gastric,,,wes,,AGILENT,CCLE line; mucinous_adenocarcinoma,DEPMAP,3/3/2012,,,,agrBAg==,,,,,,,,,,
CDS-W6rv9z,ACH-000764,1,,,SH10TC,PT-aOY5hm8j,CVCL_5167,,gs://cclebams/RRBS/G29750/SH-10-TC/v3/SH-10-TC.bam,gs://cclebams/RRBS/G29750/SH-10-TC/v3/SH-10-TC.bai,,Unknown,,,stomach,Gastric Cancer,gastric_adenocarcinoma,mucinous,gastric,,,RRBS,,,CCLE line; mucinous_adenocarcinoma,CCLE2,1/4/2013,,,,/DXQlg==,,,,,,,,,,
CDS-lujaRI,ACH-000764,1,,,SH10TC,PT-aOY5hm8j,CVCL_5167,,gs://cclebams/rna/G41719.SH-10-TC.5.bam,gs://cclebams/rna/G41719.SH-10-TC.5.bai,,Unknown,,,stomach,Gastric Cancer,gastric_adenocarcinoma,mucinous,gastric,,,rna,,polyA,CCLE line; mucinous_adenocarcinoma,DEPMAP,22/8/2013,,,,dE5Jrw==,,,,,,,,,,
CDS-QyxTvy,ACH-000764,1,,,SH10TC,PT-aOY5hm8j,CVCL_5167,,gs://cclebams/raindance/G16640/SH-10-TC/current/SH-10-TC.bam,gs://cclebams/raindance/G16640/SH-10-TC/current/SH-10-TC.bai,,Unknown,,,stomach,Gastric Cancer,gastric_adenocarcinoma,mucinous,gastric,,,raindance,,,CCLE line; mucinous_adenocarcinoma,CCLE2,19/3/2012,,,,kBxZrg==,,,,,,,,,,
CDS-pTSv9W,ACH-000764,1,,,SH10TC,PT-aOY5hm8j,CVCL_5167,,gs://cclebams/hybrid_capture/SH10TC_STOMACH.bam,gs://cclebams/hybrid_capture/SH10TC_STOMACH.bai,,Unknown,,,stomach,Gastric Cancer,gastric_adenocarcinoma,mucinous,gastric,,,hybrid_capture,,,CCLE line; mucinous_adenocarcinoma,CCLE2,6/1/2010,,,,nWT6dw==,,,,,,,,,,
CDS-qaBKut,ACH-001648,1,,,SHMAC4,PT-oBrDoJPm,,,gs://cclebams/wes/SHMAC4.bam,gs://cclebams/wes/SHMAC4.bai,,Unknown,,,prostate,Prostate Cancer,prostate_adenocarcinoma,,prostate,,,wes,,ICE,"Prostate cancer moderately well differentiated, early stage",DEPMAP,8/11/2019,,,,TsShSA==,,,,,,,,,,
CDS-N3cjzG,ACH-001649,1,,,SHMAC5,PT-xQRcCdoq,,,gs://cclebams/rna/Getz_IBM_CellLine_RNAseq_June2019/RP-1561/RNA/SHMAC5/v1/SHMAC5.bam,gs://cclebams/rna/Getz_IBM_CellLine_RNAseq_June2019/RP-1561/RNA/SHMAC5/v1/SHMAC5.bai,,Unknown,,,prostate,Prostate Cancer,prostate_adenocarcinoma,,prostate,,,rna,,polyA,"Prostate cancer moderately well differentiated, early stage",IBM,17/7/2019,,,,fTftJA==,,,,,,,,,,
CDS-5qZtyq,ACH-001649,1,,,SHMAC5,PT-xQRcCdoq,,,gs://cclebams/wes/SHMAC5.bam,gs://cclebams/wes/SHMAC5.bai,,Unknown,,,prostate,Prostate Cancer,prostate_adenocarcinoma,,prostate,,,wes,,ICE,"Prostate cancer moderately well differentiated, early stage",DEPMAP,2/7/2019,,,,FRIAfA==,,,,,,,,,,
CDS-GxYxrK,ACH-000556,1,,,SIHA,PT-CDK2zI8K,CVCL_0032,,gs://cclebams/rna/G41791.SiHa.bam,gs://cclebams/rna/G41791.SiHa.bai,,Female,,,cervix,Cervical Cancer,cervical_carcinoma,,cervix,,,rna,,polyA,,DEPMAP,1/9/2013,,,,8p1HfQ==,,,,,,,,,,
CDS-OZesuZ,ACH-000556,2,,,SIHA,PT-CDK2zI8K,CVCL_0032,,gs://cclebams/wes/RP-1211/Exome/SiHa/v1/SiHa.bam,gs://cclebams/wes/RP-1211/Exome/SiHa/v1/SiHa.bai,,Female,,,cervix,Cervical Cancer,cervical_carcinoma,,cervix,,,wes,,ICE,,DEPMAP,7/7/2017,,,,JcCcbw==,,,,,,,,,,
CDS-OXLnHs,ACH-000556,2,,,SIHA,PT-CDK2zI8K,CVCL_0032,,gs://cclebams/rna/G131709/SiHa/current/SiHa.bam,gs://cclebams/rna/G131709/SiHa/current/SiHa.bai,,Female,,,cervix,Cervical Cancer,cervical_carcinoma,,cervix,,,rna,,polyA,,DEPMAP,5/9/2017,,,,q3hOhg==,,,,,,,,,,
CDS-YOvfg0,ACH-000556,1,,,SIHA,PT-CDK2zI8K,CVCL_0032,,gs://cclebams/wes/SANGER_SIHA_CERVIX.bam,gs://cclebams/wes/SANGER_SIHA_CERVIX.bai,,Female,,,cervix,Cervical Cancer,cervical_carcinoma,,cervix,,,wes,,AGILENT,,SANGER,U,,,,CNcpEw==,,,,,,,,,,
CDS-5ktaeV,ACH-001651,1,,,SKGI,PT-ppK32E6B,CVCL_2793,,gs://cclebams/rna/G146853/SKGI/v2/SKGI.bam,gs://cclebams/rna/G146853/SKGI/v2/SKGI.bai,,Female,,,endometrium,Endometrial/Uterine Cancer,endometrial_squamous,,uterus,,,rna,,polyA,cervical epidermoid carcinoma,DEPMAP,13/7/2018,,,,t5yRng==,,,,,,,,,,
CDS-jAjYhx,ACH-001651,1,,,SKGI,PT-ppK32E6B,CVCL_2793,,gs://cclebams/wes/RP-1561/Exome/SKGI/current/SKGI.bam,gs://cclebams/wes/RP-1561/Exome/SKGI/current/SKGI.bai,,Female,,,endometrium,Endometrial/Uterine Cancer,endometrial_squamous,,uterus,,,wes,,ICE,cervical epidermoid carcinoma,DEPMAP,19/6/2018,,,,INBw+A==,,,,,,,,,,
CDS-Qdpn18,ACH-001652,1,,,SKGII,PT-MMivol3g,,,gs://cclebams/wes/Getz_IBM_DMX_CellLines_12samples_deepcov_01302018/RP-1561/Exome/SKGII/v1/SKGII.bam,gs://cclebams/wes/Getz_IBM_DMX_CellLines_12samples_deepcov_01302018/RP-1561/Exome/SKGII/v1/SKGII.bai,,Female,,,endometrium,Endometrial/Uterine Cancer,endometrial_squamous,,uterus,,,wes,,ICE,"cervical epidermoid carcinoma, large cell, non-keratinizing type",IBM,14/2/2019,,,,9slY0Q==,,,,,,,,,,
CDS-4M25ae,ACH-001652,1,,,SKGII,PT-MMivol3g,,,gs://cclebams/rna/SKGII/v2/SKGII.bam,gs://cclebams/rna/SKGII/v2/SKGII.bai,,Female,,,endometrium,Endometrial/Uterine Cancer,endometrial_squamous,,uterus,,,rna,,polyA,"cervical epidermoid carcinoma, large cell, non-keratinizing type",DEPMAP,9/2/2019,,,,BSHMcA==,,,,,,,,,,
CDS-mhprQz,ACH-002020,1,,,SKGIIIA,PT-z3bVw86r,CVCL_1704,,gs://cclebams/wes/SANGER_SKGIIIA_CERVIX.bam,gs://cclebams/wes/SANGER_SKGIIIA_CERVIX.bai,,Female,,,cervix,Cervical Cancer,cervical_carcinoma,,cervix,,,wes,,AGILENT,"Cervical carcinoma cell line derived from human. TA-4, CA-4, TPA, placental ALP are positive. Regan isoenzyme producing. p53 normal, p51 mutation (+), HLA-A 2402/",SANGER,U,,,,sJlGnQ==,,,,,,,,,,
CDS-89YsMB,ACH-001654,1,,,SKGT4,PT-BaD9Wq1D,CVCL_2195,,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_39sample_10262017/G134624/NA/SKGT4_1/v4/SKGT4_1.bam,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_39sample_10262017/G134624/NA/SKGT4_1/v4/SKGT4_1.bai,,Male,,,oesophagus,Esophageal Cancer,esophagus_adenocarcinoma,,esophagus,,,rna,,polyA,"Oesophagus adenocarcinoma, well-differentiated",IBM,8/10/2017,,,,4h4RoA==,,,,,,,,,,
CDS-4l3bSf,ACH-001654,1,,,SKGT4,PT-BaD9Wq1D,CVCL_2195,,gs://cclebams/wes/SANGER_SKGT4_OESOPHAGUS.bam,gs://cclebams/wes/SANGER_SKGT4_OESOPHAGUS.bai,,Male,,,oesophagus,Esophageal Cancer,esophagus_adenocarcinoma,,esophagus,,,wes,,AGILENT,"Oesophagus adenocarcinoma, well-differentiated",SANGER,U,,,,D8mUXA==,,,,,,,,,,
CDS-iEULQm,ACH-001654,2,,,SKGT4,PT-BaD9Wq1D,CVCL_2195,,gs://cclebams/wes/RP-1500/Exome/SKGT4_1/current/SKGT4_1.bam,gs://cclebams/wes/RP-1500/Exome/SKGT4_1/current/SKGT4_1.bai,,Male,,,oesophagus,Esophageal Cancer,esophagus_adenocarcinoma,,esophagus,,,wes,,ICE,"Oesophagus adenocarcinoma, well-differentiated",DEPMAP,1/9/2017,,,,3UI34g==,,,,,,,,,,
CDS-2uXpoa,ACH-000640,1,,,SKMEL31,PT-7ur69s9A,CVCL_0600,,gs://cclebams/wes/SANGER_SKMEL31_SKIN.bam,gs://cclebams/wes/SANGER_SKMEL31_SKIN.bai,,Female,,,skin,Skin Cancer,melanoma,,skin,,,wes,,AGILENT,CCLE line,SANGER,U,,,,Iqp7dA==,,,,,,,,,,
CDS-WHdVXR,ACH-000640,2,,,SKMEL31,PT-7ur69s9A,CVCL_0600,,gs://cclebams/wes/C836.SK-MEL-31.1.bam,gs://cclebams/wes/C836.SK-MEL-31.1.bai,,Female,,,skin,Skin Cancer,melanoma,,skin,,,wes,,AGILENT,CCLE line,DEPMAP,3/3/2012,,,,GGGi+g==,,,,,,,,,,
CDS-TpsB8X,ACH-000640,1,,,SKMEL31,PT-7ur69s9A,CVCL_0600,,gs://cclebams/RRBS/G29750/SK-MEL-31/v2/SK-MEL-31.bam,gs://cclebams/RRBS/G29750/SK-MEL-31/v2/SK-MEL-31.bai,,Female,,,skin,Skin Cancer,melanoma,,skin,,,RRBS,,,CCLE line,CCLE2,27/3/2013,,,,p0WQNA==,,,,,,,,,,
CDS-kGkgBX,ACH-000640,1,,,SKMEL31,PT-7ur69s9A,CVCL_0600,,gs://cclebams/raindance/G16640/SK-MEL-31/current/SK-MEL-31.bam,gs://cclebams/raindance/G16640/SK-MEL-31/current/SK-MEL-31.bai,,Female,,,skin,Skin Cancer,melanoma,,skin,,,raindance,,,CCLE line,CCLE2,18/3/2012,,,,9u9efA==,,,,,,,,,,
CDS-vTPNQG,ACH-000640,1,,,SKMEL31,PT-7ur69s9A,CVCL_0600,,gs://cclebams/rna/G27517.SK-MEL-31.2.bam,gs://cclebams/rna/G27517.SK-MEL-31.2.bai,,Female,,,skin,Skin Cancer,melanoma,,skin,,,rna,,polyA,CCLE line,DEPMAP,16/1/2013,,,,hvbKgA==,,,,,,,,,,
CDS-0rPNoO,ACH-000640,1,,,SKMEL31,PT-7ur69s9A,CVCL_0600,,gs://cclebams/hybrid_capture/SK-MEL-31.bam,gs://cclebams/hybrid_capture/SK-MEL-31.bai,,Female,,,skin,Skin Cancer,melanoma,,skin,,,hybrid_capture,,,CCLE line,CCLE2,10/1/2012,,,,ZeH3VQ==,,,,,,,,,,
CDS-MgxKJG,ACH-002304,1,,,SKMG1,PT-FuQKrc38,CVCL_1698,,gs://cclebams/wes/SANGER_SKMG1_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/wes/SANGER_SKMG1_CENTRAL_NERVOUS_SYSTEM.bai,,,,,,,,,,,,wes,,AGILENT,,SANGER,U,,,,nlQjPQ==,,,,,,,,,,
CDS-8DLln9,ACH-002305,1,,,SKN3,PT-qXUrZ2Rh,CVCL_3168,,gs://cclebams/wes/SANGER_SKN3_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/wes/SANGER_SKN3_UPPER_AERODIGESTIVE_TRACT.bai,,,,,,,,,,,,wes,,AGILENT,,SANGER,U,,,,rqLzrw==,,,,,,,,,,
CDS-825zSG,ACH-001192,1,,,SKNEP1,PT-0R2aLPtK,CVCL_0631,,gs://cclebams/rna/G77555.SK-NEP-1_01.bam,gs://cclebams/rna/G77555.SK-NEP-1_01.bai,,Female,,,pleural_effusion,Bone Cancer,Ewing_sarcoma,,bone,,,rna,,polyA,"(RNAseq) EWS/FLI; Received from Academic lab (Stegmaier, Broad)",DEPMAP,15/10/2014,,,,eqvUHw==,,,,,,,,,,
CDS-XDECnE,ACH-001192,2,,,SKNEP1,PT-0R2aLPtK,CVCL_0631,,gs://cclebams/rna/G131709/SK-NEP-1_01/current/SK-NEP-1_01.bam,gs://cclebams/rna/G131709/SK-NEP-1_01/current/SK-NEP-1_01.bai,,Female,,,pleural_effusion,Bone Cancer,Ewing_sarcoma,,bone,,,rna,,polyA,"(RNAseq) EWS/FLI; Received from Academic lab (Stegmaier, Broad)",DEPMAP,5/9/2017,,,,XptiFA==,,,,,,,,,,
CDS-vGT14g,ACH-001192,2,,,SKNEP1,PT-0R2aLPtK,CVCL_0631,,gs://cclebams/wes/C817/SK-NEP-1/v3/SK-NEP-1.bam,gs://cclebams/wes/C817/SK-NEP-1/v3/SK-NEP-1.bai,,Female,,,pleural_effusion,Bone Cancer,Ewing_sarcoma,,bone,,,wes,,AGILENT,"(RNAseq) EWS/FLI; Received from Academic lab (Stegmaier, Broad)",DEPMAP,15/1/2012,,,,3WwVIw==,,,,,,,,,,
CDS-5pFz5m,ACH-001192,1,,,SKNEP1,PT-0R2aLPtK,CVCL_0631,,gs://cclebams/wes/SANGER_SKNEP1_BONE.bam,gs://cclebams/wes/SANGER_SKNEP1_BONE.bai,,Female,,,pleural_effusion,Bone Cancer,Ewing_sarcoma,,bone,,,wes,,AGILENT,"(RNAseq) EWS/FLI; Received from Academic lab (Stegmaier, Broad)",SANGER,U,,,,3STXiQ==,,,,,,,,,,
