,stripped_cell_line_name,wes_bam,wes_bai,wgs_bam,wgs_bai,rna_bam,rna_bai,hybrid_capture_bam,hybrid_capture_bai,targeted_bam,targeted_bai,raindance_bam,raindance_bai
ACH-000210,,gs://cclebams/wes/ccle.wes.gdc/C836.CADO-ES1.1.bam,gs://cclebams/wes/ccle.wes.gdc/C836.CADO-ES1.1.bai,,,gs://cclebams/rna/G27361.CADO-ES1.1.bam,gs://cclebams/rna/G27361.CADO-ES1.1.bai,gs://cclebams/hybrid_capture/CADOES1_BONE.bam,gs://cclebams/hybrid_capture/CADOES1_BONE.bai,gs://cclebams/targeted/C1926/CADO-ES1/current/CADO-ES1.bam,gs://cclebams/targeted/C1926/CADO-ES1/current/CADO-ES1.bai,gs://cclebams/raindance/G16640/CADO-ES1/current/CADO-ES1.bam,gs://cclebams/raindance/G16640/CADO-ES1/current/CADO-ES1.bai
ACH-000785,,,,,,gs://cclebams/rna/G28566.NCI-H2126.1.bam,gs://cclebams/rna/G28566.NCI-H2126.1.bai,gs://cclebams/hybrid_capture/NCIH2126_LUNG.bam,gs://cclebams/hybrid_capture/NCIH2126_LUNG.bai,gs://cclebams/targeted/C1926/NCI-H2126/current/NCI-H2126.bam,gs://cclebams/targeted/C1926/NCI-H2126/current/NCI-H2126.bai,gs://cclebams/raindance/G16640/NCI-H2126/current/NCI-H2126.bam,gs://cclebams/raindance/G16640/NCI-H2126/current/NCI-H2126.bai
ACH-000026,,gs://cclebams/wes/C836.253J-BV.4.bam,gs://cclebams/wes/C836.253J-BV.4.bai,,,gs://cclebams/rna/G27287.253J-BV.1.bam,gs://cclebams/rna/G27287.253J-BV.1.bai,gs://cclebams/hybrid_capture/253J-BV.merged.bam,gs://cclebams/hybrid_capture/253J-BV.merged.bai,,,,
ACH-000723,,gs://cclebams/wes/C836.YD-10B.2.bam,gs://cclebams/wes/C836.YD-10B.2.bam.bai,,,gs://cclebams/rna/G30582.YD-10B.1.bam,gs://cclebams/rna/G30582.YD-10B.1.bai,gs://cclebams/hybrid_capture/YD10B_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/hybrid_capture/YD10B_UPPER_AERODIGESTIVE_TRACT.bai,,,,
ACH-001065,,,,,,,,gs://cclebams/hybrid_capture/EVSAT_BREAST.bam,gs://cclebams/hybrid_capture/EVSAT_BREAST.bai,,,,
ACH-000910,,,,gs://cclebams/wgs/G32831/MDA-MB-453/v1/MDA-MB-453.bam,gs://cclebams/wgs/G32831/MDA-MB-453/v1/MDA-MB-453.bai,gs://cclebams/rna/G41676.MDA-MB-453.5.bam,gs://cclebams/rna/G41676.MDA-MB-453.5.bai,gs://cclebams/hybrid_capture/MDAMB453_BREAST.bam,gs://cclebams/hybrid_capture/MDAMB453_BREAST.bai,,,gs://cclebams/raindance/G16640/MDA-MB-453/current/MDA-MB-453.bam,gs://cclebams/raindance/G16640/MDA-MB-453/current/MDA-MB-453.bai
ACH-000855,,,,,,gs://cclebams/rna/G41686.KYSE-150.5.bam,gs://cclebams/rna/G41686.KYSE-150.5.bai,gs://cclebams/hybrid_capture/KYSE150_OESOPHAGUS.bam,gs://cclebams/hybrid_capture/KYSE150_OESOPHAGUS.bai,,,gs://cclebams/raindance/G16640/KYSE-150/current/KYSE-150.bam,gs://cclebams/raindance/G16640/KYSE-150/current/KYSE-150.bai
ACH-000903,,,,,,gs://cclebams/rna/G27331.FTC-133.1.bam,gs://cclebams/rna/G27331.FTC-133.1.bai,gs://cclebams/hybrid_capture/FTC133_THYROID.bam,gs://cclebams/hybrid_capture/FTC133_THYROID.bai,,,gs://cclebams/raindance/G16640/FTC-133/current/FTC-133.bam,gs://cclebams/raindance/G16640/FTC-133/current/FTC-133.bai
ACH-000361,,,,gs://cclebams/wgs/G16369/SK-HEP-1/v1/SK-HEP-1.bam,gs://cclebams/wgs/G16369/SK-HEP-1/v1/SK-HEP-1.bai,gs://cclebams/rna/G27268.SK-HEP-1.1.bam,gs://cclebams/rna/G27268.SK-HEP-1.1.bai,gs://cclebams/hybrid_capture/SKHEP1_LIVER.bam,gs://cclebams/hybrid_capture/SKHEP1_LIVER.bai,,,gs://cclebams/raindance/G16640/SK-HEP-1/current/SK-HEP-1.bam,gs://cclebams/raindance/G16640/SK-HEP-1/current/SK-HEP-1.bai
ACH-000680,,,,gs://cclebams/wgs/G32831/SW948/v2/SW948.bam,gs://cclebams/wgs/G32831/SW948/v2/SW948.bai,gs://cclebams/rna/G41708.SW948.5.bam,gs://cclebams/rna/G41708.SW948.5.bai,gs://cclebams/hybrid_capture/SW948_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/SW948_LARGE_INTESTINE.bai,,,gs://cclebams/raindance/G16640/SW948/current/SW948.bam,gs://cclebams/raindance/G16640/SW948/current/SW948.bai
ACH-000289,,gs://cclebams/wes/C836.SNU-466.1.bam,gs://cclebams/wes/C836.SNU-466.1.bai,,,gs://cclebams/rna/G27504.SNU-466.2.bam,gs://cclebams/rna/G27504.SNU-466.2.bai,gs://cclebams/hybrid_capture/SNU466_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/hybrid_capture/SNU466_CENTRAL_NERVOUS_SYSTEM.bai,,,gs://cclebams/raindance/G16640/SNU-466/current/SNU-466.bam,gs://cclebams/raindance/G16640/SNU-466/current/SNU-466.bai
ACH-000177,,gs://cclebams/wes/C836.NCI-H660.1.bam,gs://cclebams/wes/C836.NCI-H660.1.bai,,,gs://cclebams/rna/G26174.NCI-H660.2.bam,gs://cclebams/rna/G26174.NCI-H660.2.bai,gs://cclebams/hybrid_capture/NCIH660_PROSTATE.bam,gs://cclebams/hybrid_capture/NCIH660_PROSTATE.bai,,,gs://cclebams/raindance/G16640/NCI-H660/current/NCI-H660.bam,gs://cclebams/raindance/G16640/NCI-H660/current/NCI-H660.bai
ACH-000017,,,,,,gs://cclebams/rna/G27493.SK-BR-3.2.bam,gs://cclebams/rna/G27493.SK-BR-3.2.bai,gs://cclebams/hybrid_capture/SKBR3_BREAST.bam,gs://cclebams/hybrid_capture/SKBR3_BREAST.bai,,,gs://cclebams/raindance/G16640/SK-BR-3/current/SK-BR-3.bam,gs://cclebams/raindance/G16640/SK-BR-3/current/SK-BR-3.bai
ACH-000499,,,,,,gs://cclebams/rna/G41789/EW8/current/EW8.bam,gs://cclebams/rna/G41789/EW8/current/EW8.bai,,,,,,
ACH-000610,,,,gs://cclebams/wgs/G16429/NCI-H2227/v1/NCI-H2227.bam,gs://cclebams/wgs/G16429/NCI-H2227/v1/NCI-H2227.bai,gs://cclebams/rna/G25213.NCI-H2227.1.bam,gs://cclebams/rna/G25213.NCI-H2227.1.bai,gs://cclebams/hybrid_capture/NCIH2227_LUNG.bam,gs://cclebams/hybrid_capture/NCIH2227_LUNG.bai,,,gs://cclebams/raindance/G16640/NCI-H2227/current/NCI-H2227.bam,gs://cclebams/raindance/G16640/NCI-H2227/current/NCI-H2227.bai
ACH-000461,,gs://cclebams/wes/C836.SNU-1196.2.bam,gs://cclebams/wes/C836.SNU-1196.2.bai,,,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_21samples_09222017/G27465/NA/SNU-1196/v2/SNU-1196.bam,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_21samples_09222017/G27465/NA/SNU-1196/v2/SNU-1196.bai,gs://cclebams/hybrid_capture/SNU1196_BILIARY_TRACT.bam,gs://cclebams/hybrid_capture/SNU1196_BILIARY_TRACT.bai,,,gs://cclebams/raindance/G16640/SNU-1196/current/SNU-1196.bam,gs://cclebams/raindance/G16640/SNU-1196/current/SNU-1196.bai
ACH-000411,,,,gs://cclebams/wgs/G32831/769-P/v1/769-P.bam,gs://cclebams/wgs/G32831/769-P/v1/769-P.bai,gs://cclebams/rna/G27222.769-P.1.bam,gs://cclebams/rna/G27222.769-P.1.bai,gs://cclebams/hybrid_capture/769P_KIDNEY.bam,gs://cclebams/hybrid_capture/769P_KIDNEY.bai,,,gs://cclebams/raindance/G16640/769-P/current/769-P.bam,gs://cclebams/raindance/G16640/769-P/current/769-P.bai
ACH-000297,,gs://cclebams/wes/C836.NCI-H889.2.bam,gs://cclebams/wes/C836.NCI-H889.2.bam.bai,gs://cclebams/wgs/G16354/NCI-H889/v2/NCI-H889.bam,gs://cclebams/wgs/G16354/NCI-H889/v2/NCI-H889.bai,gs://cclebams/rna/G26262.NCI-H889.2.bam,gs://cclebams/rna/G26262.NCI-H889.2.bai,gs://cclebams/hybrid_capture/NCIH889_LUNG.bam,gs://cclebams/hybrid_capture/NCIH889_LUNG.bai,,,,
ACH-000728,,gs://cclebams/wes/CDS-CAB69b.hg19.bam,gs://cclebams/wes/CDS-CAB69b.hg19.bai,,,gs://cclebams/rna/G28002.KASUMI-2.1.bam,gs://cclebams/rna/G28002.KASUMI-2.1.bai,gs://cclebams/hybrid_capture/KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/KASUMI-2/current/KASUMI-2.bam,gs://cclebams/raindance/G16640/KASUMI-2/current/KASUMI-2.bai
ACH-000039,,gs://cclebams/wes/C836.SK-N-MC.2.bam,gs://cclebams/wes/C836.SK-N-MC.2.bam.bai,,,gs://cclebams/rna/G27523.SK-N-MC.2.bam,gs://cclebams/rna/G27523.SK-N-MC.2.bai,gs://cclebams/hybrid_capture/SKNMC_BONE.bam,gs://cclebams/hybrid_capture/SKNMC_BONE.bai,gs://cclebams/targeted/C1926/SK-N-MC/current/SK-N-MC.bam,gs://cclebams/targeted/C1926/SK-N-MC/current/SK-N-MC.bai,gs://cclebams/raindance/G16640/SK-N-MC/current/SK-N-MC.bam,gs://cclebams/raindance/G16640/SK-N-MC/current/SK-N-MC.bai
ACH-000023,,,,gs://cclebams/wgs/G32831/PA-TU-8988T/v2/PA-TU-8988T.bam,gs://cclebams/wgs/G32831/PA-TU-8988T/v2/PA-TU-8988T.bai,gs://cclebams/rna/G41691.PA-TU-8988T.5.bam,gs://cclebams/rna/G41691.PA-TU-8988T.5.bai,gs://cclebams/hybrid_capture/PA-TU-8988T.bam,gs://cclebams/hybrid_capture/PA-TU-8988T.bai,,,gs://cclebams/raindance/G16640/PA-TU-8988T/current/PA-TU-8988T.bam,gs://cclebams/raindance/G16640/PA-TU-8988T/current/PA-TU-8988T.bai
ACH-000976,,,,,,gs://cclebams/rna/G28876.HuCCT1.3.bam,gs://cclebams/rna/G28876.HuCCT1.3.bai,gs://cclebams/hybrid_capture/HUCCT1_BILIARY_TRACT.bam,gs://cclebams/hybrid_capture/HUCCT1_BILIARY_TRACT.bai,,,gs://cclebams/raindance/G16640/HuCCT1/current/HuCCT1.bam,gs://cclebams/raindance/G16640/HuCCT1/current/HuCCT1.bai
ACH-000180,,gs://cclebams/wes/C836.Hs_839.T.2.bam,gs://cclebams/wes/C836.Hs_839.T.2.bai,,,gs://cclebams/rna/G28811.Hs_839.T.3.bam,gs://cclebams/rna/G28811.Hs_839.T.3.bai,gs://cclebams/hybrid_capture/HS839T_SKIN.bam,gs://cclebams/hybrid_capture/HS839T_SKIN.bai,,,,
ACH-000222,,,,,,gs://cclebams/rna/G26252.AsPC-1.2.bam,gs://cclebams/rna/G26252.AsPC-1.2.bai,gs://cclebams/hybrid_capture/ASPC1_PANCREAS.bam,gs://cclebams/hybrid_capture/ASPC1_PANCREAS.bai,,,gs://cclebams/raindance/G16640/AsPC-1/current/AsPC-1.bam,gs://cclebams/raindance/G16640/AsPC-1/current/AsPC-1.bai
ACH-000102,,,,,,gs://cclebams/rna/G26188.GMS-10.2.bam,gs://cclebams/rna/G26188.GMS-10.2.bai,gs://cclebams/hybrid_capture/GMS10_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/hybrid_capture/GMS10_CENTRAL_NERVOUS_SYSTEM.bai,,,gs://cclebams/raindance/G16640/GMS-10/current/GMS-10.bam,gs://cclebams/raindance/G16640/GMS-10/current/GMS-10.bai
ACH-000774,,,,,,gs://cclebams/rna/G27541.RERF-LC-Ad2.2.bam,gs://cclebams/rna/G27541.RERF-LC-Ad2.2.bai,gs://cclebams/hybrid_capture/RERFLCAD2_LUNG.bam,gs://cclebams/hybrid_capture/RERFLCAD2_LUNG.bai,gs://cclebams/targeted/C1926/RERF-LC-Ad2/current/RERF-LC-Ad2.bam,gs://cclebams/targeted/C1926/RERF-LC-Ad2/current/RERF-LC-Ad2.bai,,
ACH-000282,,,,,,gs://cclebams/rna/G28539.NCI-H1755.1.bam,gs://cclebams/rna/G28539.NCI-H1755.1.bai,gs://cclebams/hybrid_capture/NCI-H1755.merged.bam,gs://cclebams/hybrid_capture/NCI-H1755.merged.bai,gs://cclebams/targeted/C1926/NCI-H1755/current/NCI-H1755.bam,gs://cclebams/targeted/C1926/NCI-H1755/current/NCI-H1755.bai,gs://cclebams/raindance/G16640/NCI-H1755/current/NCI-H1755.bam,gs://cclebams/raindance/G16640/NCI-H1755/current/NCI-H1755.bai
ACH-000604,,gs://cclebams/wes/C836.KYO-1.1.bam,gs://cclebams/wes/C836.KYO-1.1.bai,,,gs://cclebams/rna/G28037/KYO-1/v2/KYO-1.bam,gs://cclebams/rna/G28037/KYO-1/v2/KYO-1.bai,gs://cclebams/hybrid_capture/KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,gs://cclebams/targeted/C1926/KYO-1/current/KYO-1.bam,gs://cclebams/targeted/C1926/KYO-1/current/KYO-1.bai,gs://cclebams/raindance/G16640/KYO-1/current/KYO-1.bam,gs://cclebams/raindance/G16640/KYO-1/current/KYO-1.bai
ACH-000386,,,,,,gs://cclebams/rna/G28028.KG-1.1.bam,gs://cclebams/rna/G28028.KG-1.1.bai,gs://cclebams/hybrid_capture/KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/KG-1/current/KG-1.bam,gs://cclebams/raindance/G16640/KG-1/current/KG-1.bai
ACH-000351,,,,gs://cclebams/wgs/G32831/MKN1/v2/MKN1.bam,gs://cclebams/wgs/G32831/MKN1/v2/MKN1.bai,gs://cclebams/rna/G28574.MKN1.1.bam,gs://cclebams/rna/G28574.MKN1.1.bai,gs://cclebams/hybrid_capture/MKN1_STOMACH.bam,gs://cclebams/hybrid_capture/MKN1_STOMACH.bai,,,,
ACH-001656,,,,,,gs://cclebams/rna/G41799/SKNO-1-2/current/SKNO-1-2.bam,gs://cclebams/rna/G41799/SKNO-1-2/current/SKNO-1-2.bai,,,,,,
ACH-000200,,,,,,gs://cclebams/rna/G41712.NMC-G1.5.bam,gs://cclebams/rna/G41712.NMC-G1.5.bai,gs://cclebams/hybrid_capture/NMCG1_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/hybrid_capture/NMCG1_CENTRAL_NERVOUS_SYSTEM.bai,,,gs://cclebams/raindance/G16640/NMC-G1/current/NMC-G1.bam,gs://cclebams/raindance/G16640/NMC-G1/current/NMC-G1.bai
ACH-000881,,,,,,gs://cclebams/rna/G28031.MEL-JUSO.1.bam,gs://cclebams/rna/G28031.MEL-JUSO.1.bai,gs://cclebams/hybrid_capture/MELJUSO_SKIN.bam,gs://cclebams/hybrid_capture/MELJUSO_SKIN.bai,,,gs://cclebams/raindance/G16640/MEL-JUSO/current/MEL-JUSO.bam,gs://cclebams/raindance/G16640/MEL-JUSO/current/MEL-JUSO.bai
ACH-000373,,,,,,gs://cclebams/rna/G27510.SKM-1.2.bam,gs://cclebams/rna/G27510.SKM-1.2.bai,gs://cclebams/hybrid_capture/SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/SKM-1/current/SKM-1.bam,gs://cclebams/raindance/G16640/SKM-1/current/SKM-1.bai
ACH-000033,,,,,,gs://cclebams/rna/G41810/NCI-H1819/current/NCI-H1819.bam,gs://cclebams/rna/G41810/NCI-H1819/current/NCI-H1819.bai,,,,,,
ACH-000101,,,,,,gs://cclebams/rna/G28009.KE-37.1.bam,gs://cclebams/rna/G28009.KE-37.1.bai,gs://cclebams/hybrid_capture/KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/KE-37/current/KE-37.bam,gs://cclebams/raindance/G16640/KE-37/current/KE-37.bai
ACH-000147,,,,gs://cclebams/wgs/G32831/T-47D/v1/T-47D.bam,gs://cclebams/wgs/G32831/T-47D/v1/T-47D.bai,gs://cclebams/rna/G41738.T-47D.5.bam,gs://cclebams/rna/G41738.T-47D.5.bai,gs://cclebams/hybrid_capture/T47D_BREAST.bam,gs://cclebams/hybrid_capture/T47D_BREAST.bai,,,gs://cclebams/raindance/G16640/T-47D/current/T-47D.bam,gs://cclebams/raindance/G16640/T-47D/current/T-47D.bai
ACH-000765,,gs://cclebams/wes/CDS-QOJByS.hg19.bam,gs://cclebams/wes/CDS-QOJByS.hg19.bai,,,gs://cclebams/rna/G30635.WM983B.1.bam,gs://cclebams/rna/G30635.WM983B.1.bai,gs://cclebams/hybrid_capture/WM983B_SKIN.bam,gs://cclebams/hybrid_capture/WM983B_SKIN.bai,,,gs://cclebams/raindance/G16640/WM983B/current/WM983B.bam,gs://cclebams/raindance/G16640/WM983B/current/WM983B.bai
ACH-000675,,,,,,gs://cclebams/rna/G28585.NCI-H1734.1.bam,gs://cclebams/rna/G28585.NCI-H1734.1.bai,gs://cclebams/hybrid_capture/NCIH1734_LUNG.bam,gs://cclebams/hybrid_capture/NCIH1734_LUNG.bai,gs://cclebams/targeted/C1926/NCI-H1734/current/NCI-H1734.bam,gs://cclebams/targeted/C1926/NCI-H1734/current/NCI-H1734.bai,gs://cclebams/raindance/G16640/NCI-H1734/current/NCI-H1734.bam,gs://cclebams/raindance/G16640/NCI-H1734/current/NCI-H1734.bai
ACH-000856,,,,gs://cclebams/wgs/G32831/CAL-51/v1/CAL-51.bam,gs://cclebams/wgs/G32831/CAL-51/v1/CAL-51.bai,gs://cclebams/rna/G26176.CAL-51.2.bam,gs://cclebams/rna/G26176.CAL-51.2.bai,gs://cclebams/hybrid_capture/CAL51_BREAST.bam,gs://cclebams/hybrid_capture/CAL51_BREAST.bai,,,gs://cclebams/raindance/G16640/CAL-51/current/CAL-51.bam,gs://cclebams/raindance/G16640/CAL-51/current/CAL-51.bai
ACH-000279,,,,,,gs://cclebams/rna/G41788/EWS-502/current/EWS-502.bam,gs://cclebams/rna/G41788/EWS-502/current/EWS-502.bai,,,,,,
ACH-000218,,gs://cclebams/wes/C836.PL-21.2.bam,gs://cclebams/wes/C836.PL-21.2.bai,,,gs://cclebams/rna/G27530.PL-21.2.bam,gs://cclebams/rna/G27530.PL-21.2.bai,gs://cclebams/hybrid_capture/PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/PL-21/current/PL-21.bam,gs://cclebams/raindance/G16640/PL-21/current/PL-21.bai
ACH-000581,,,,gs://cclebams/wgs/G16484/SNU-16/v1/SNU-16.bam,gs://cclebams/wgs/G16484/SNU-16/v1/SNU-16.bai,gs://cclebams/rna/G41710.SNU-16.5.bam,gs://cclebams/rna/G41710.SNU-16.5.bai,gs://cclebams/hybrid_capture/SNU-16.bam,gs://cclebams/hybrid_capture/SNU-16.bai,,,gs://cclebams/raindance/G16640/SNU-16/current/SNU-16.bam,gs://cclebams/raindance/G16640/SNU-16/current/SNU-16.bai
ACH-000262,,,,,,gs://cclebams/rna/G41769/UOK101/current/UOK101.bam,gs://cclebams/rna/G41769/UOK101/current/UOK101.bai,,,,,,
ACH-000653,,gs://cclebams/wes/CDS-ysSsBG.hg19.bam,gs://cclebams/wes/CDS-ysSsBG.hg19.bai,,,gs://cclebams/rna/G26261.JJN-3.2.bam,gs://cclebams/rna/G26261.JJN-3.2.bai,gs://cclebams/hybrid_capture/JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/JJN-3/current/JJN-3.bam,gs://cclebams/raindance/G16640/JJN-3/current/JJN-3.bai
ACH-001321,,gs://cclebams/wes/C836.TT.2.bam,gs://cclebams/wes/C836.TT.2.bam.bai,,,gs://cclebams/rna/G30571.TT.1.bam,gs://cclebams/rna/G30571.TT.1.bai,gs://cclebams/hybrid_capture/TT_THYROID.bam,gs://cclebams/hybrid_capture/TT_THYROID.bai,,,gs://cclebams/raindance/G16640/TT/current/TT.bam,gs://cclebams/raindance/G16640/TT/current/TT.bai
ACH-000215,,,,,,gs://cclebams/rna/G41767/LN-382/current/LN-382.bam,gs://cclebams/rna/G41767/LN-382/current/LN-382.bai,,,,,,
ACH-000555,,,,,,gs://cclebams/rna/G27233.A-498.1.bam,gs://cclebams/rna/G27233.A-498.1.bai,gs://cclebams/hybrid_capture/A498_KIDNEY.bam,gs://cclebams/hybrid_capture/A498_KIDNEY.bai,,,gs://cclebams/raindance/G16640/A-498/current/A-498.bam,gs://cclebams/raindance/G16640/A-498/current/A-498.bai
ACH-000453,,gs://cclebams/wes/C836.MOLP-2.1.bam,gs://cclebams/wes/C836.MOLP-2.1.bai,,,gs://cclebams/rna/G28550.MOLP-2.1.bam,gs://cclebams/rna/G28550.MOLP-2.1.bai,gs://cclebams/hybrid_capture/MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/MOLP-2/current/MOLP-2.bam,gs://cclebams/raindance/G16640/MOLP-2/current/MOLP-2.bai
ACH-000546,,gs://cclebams/wes/C836.HSC-4.2.bam,gs://cclebams/wes/C836.HSC-4.2.bai,,,gs://cclebams/rna/G28853.HSC-4.3.bam,gs://cclebams/rna/G28853.HSC-4.3.bai,gs://cclebams/hybrid_capture/HSC4_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/hybrid_capture/HSC4_UPPER_AERODIGESTIVE_TRACT.bai,gs://cclebams/targeted/C1926/HSC-4/current/HSC-4.bam,gs://cclebams/targeted/C1926/HSC-4/current/HSC-4.bai,,
ACH-000435,,gs://cclebams/wes/C836.EFE-184.2.bam,gs://cclebams/wes/C836.EFE-184.2.bai,,,gs://cclebams/rna/G26254.EFE-184.2.bam,gs://cclebams/rna/G26254.EFE-184.2.bai,gs://cclebams/hybrid_capture/EFE184_ENDOMETRIUM.bam,gs://cclebams/hybrid_capture/EFE184_ENDOMETRIUM.bai,,,gs://cclebams/raindance/G16640/EFE-184/current/EFE-184.bam,gs://cclebams/raindance/G16640/EFE-184/current/EFE-184.bai
ACH-000760,,,,,,gs://cclebams/rna/G41781/LN-Z308/current/LN-Z308.bam,gs://cclebams/rna/G41781/LN-Z308/current/LN-Z308.bai,,,,,,
ACH-000898,,gs://cclebams/wes/Getz_IBM_CellLines_Exomes_19samples_02012018/C836/NA/SNU-719/v3/SNU-719.bam,gs://cclebams/wes/Getz_IBM_CellLines_Exomes_19samples_02012018/C836/NA/SNU-719/v3/SNU-719.bam.bai,,,gs://cclebams/rna/G27492.SNU-719.2.bam,gs://cclebams/rna/G27492.SNU-719.2.bai,gs://cclebams/hybrid_capture/SNU719_STOMACH.bam,gs://cclebams/hybrid_capture/SNU719_STOMACH.bai,gs://cclebams/targeted/C1926/SNU-719/current/SNU-719.bam,gs://cclebams/targeted/C1926/SNU-719/current/SNU-719.bai,gs://cclebams/raindance/G16640/SNU-719/current/SNU-719.bam,gs://cclebams/raindance/G16640/SNU-719/current/SNU-719.bai
ACH-000999,,,,,,gs://cclebams/rna/G27507.SNU-1040.2.bam,gs://cclebams/rna/G27507.SNU-1040.2.bai,gs://cclebams/hybrid_capture/SNU1040_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/SNU1040_LARGE_INTESTINE.bai,gs://cclebams/targeted/C1926/SNU-1040/current/SNU-1040.bam,gs://cclebams/targeted/C1926/SNU-1040/current/SNU-1040.bai,gs://cclebams/raindance/G16640/SNU-1040/current/SNU-1040.bam,gs://cclebams/raindance/G16640/SNU-1040/current/SNU-1040.bai
ACH-000867,,,,gs://cclebams/wgs/G32831/ChaGo-K-1/v2/ChaGo-K-1.bam,gs://cclebams/wgs/G32831/ChaGo-K-1/v2/ChaGo-K-1.bai,gs://cclebams/rna/G27316.ChaGo-K-1.1.bam,gs://cclebams/rna/G27316.ChaGo-K-1.1.bai,gs://cclebams/hybrid_capture/CHAGOK1_LUNG.bam,gs://cclebams/hybrid_capture/CHAGOK1_LUNG.bai,,,gs://cclebams/raindance/G16640/ChaGo-K-1/current/ChaGo-K-1.bam,gs://cclebams/raindance/G16640/ChaGo-K-1/current/ChaGo-K-1.bai
ACH-000226,,gs://cclebams/wes/C836.SUP-M2.2.bam,gs://cclebams/wes/C836.SUP-M2.2.bai,,,gs://cclebams/rna/G41688.SUP-M2.5.bam,gs://cclebams/rna/G41688.SUP-M2.5.bai,gs://cclebams/hybrid_capture/SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/SUP-M2/current/SUP-M2.bam,gs://cclebams/raindance/G16640/SUP-M2/current/SUP-M2.bai
ACH-000414,,gs://cclebams/wes/C836.NCI-H1944.2.bam,gs://cclebams/wes/C836.NCI-H1944.2.bai,,,gs://cclebams/rna/G28598.NCI-H1944.1.bam,gs://cclebams/rna/G28598.NCI-H1944.1.bai,gs://cclebams/hybrid_capture/NCIH1944_LUNG.bam,gs://cclebams/hybrid_capture/NCIH1944_LUNG.bai,gs://cclebams/targeted/C1926/NCI-H1944/current/NCI-H1944.bam,gs://cclebams/targeted/C1926/NCI-H1944/current/NCI-H1944.bai,gs://cclebams/raindance/G16640/NCI-H1944/current/NCI-H1944.bam,gs://cclebams/raindance/G16640/NCI-H1944/current/NCI-H1944.bai
ACH-000592,,gs://cclebams/wes/C836.TM-31.2.bam,gs://cclebams/wes/C836.TM-31.2.bai,,,gs://cclebams/rna/G30570.TM-31.1.bam,gs://cclebams/rna/G30570.TM-31.1.bai,gs://cclebams/hybrid_capture/TM31_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/hybrid_capture/TM31_CENTRAL_NERVOUS_SYSTEM.bai,,,gs://cclebams/raindance/G16640/TM-31/current/TM-31.bam,gs://cclebams/raindance/G16640/TM-31/current/TM-31.bai
ACH-000981,,gs://cclebams/wes/C836.DND-41.2.bam,gs://cclebams/wes/C836.DND-41.2.bai,,,gs://cclebams/rna/G30595.DND-41.3.bam,gs://cclebams/rna/G30595.DND-41.3.bai,gs://cclebams/hybrid_capture/DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/DND-41/current/DND-41.bam,gs://cclebams/raindance/G16640/DND-41/current/DND-41.bai
