,cds_id,arxspan_id,version,sm_id,ccle_name,stripped_cell_line_name,patient_id,cellosaurus_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,gender,matched_normal,age,primary_site,primary_disease,subtype,subsubtype,origin,mediatype,condition,datatype,sequencing_type,baits,comments,source,sequencing_date,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2,size
5318,CDS-51ceZM,ACH-000981,1,,,DND41,PT-2D3Vd0hV,CVCL_2022,,gs://cclebams/wes/SANGER_DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,13.0,haematopoietic_and_lymphoid_tissue,Leukemia,ALL,t_cell,blood,,,wes,,AGILENT,CCLE line,SANGER,U,,,,2sjqgQ==,,,,,,,,,,,12371968158
5319,CDS-XIUUfK,ACH-000056,1,,,DOHH2,PT-8nOZ5PmV,CVCL_1179,,gs://cclebams/wes/SANGER_DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,60.0,pleural_effusion,Lymphoma,non_hodgkin_lymphoma,DLBCL,lymphocyte,,,wes,,AGILENT,CCLE line,SANGER,U,,,,SBvoyg==,,,,,,,,,,,23313249543
5320,CDS-PpZSvq,ACH-002234,1,,,DOK,PT-ANizIIyE,CVCL_1180,,gs://cclebams/wes/SANGER_DOK_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/wes/SANGER_DOK_UPPER_AERODIGESTIVE_TRACT.bai,,Male,,57,,,,,,,,wes,,AGILENT,,SANGER,U,,,,FzrEPA==,,,,,,,,,,,15462904678
5321,CDS-CjMHTZ,ACH-001341,1,,,DOTC24510,PT-fZuY11Sg,CVCL_1181,,gs://cclebams/wes/SANGER_DOTC24510_CERVIX.bam,gs://cclebams/wes/SANGER_DOTC24510_CERVIX.bai,,Female,,U,cervix,Cervical Cancer,cervical_adenocarcinoma,,cervix,,,wes,,AGILENT,,SANGER,U,,,,P2TO7A==,,,,,,,,,,,14828426059
5322,CDS-2jpjh9,ACH-001063,1,,,DOV13,PT-ULSkpKBS,CVCL_6774,,gs://cclebams/wes/SANGER_DOV13_OVARY.bam,gs://cclebams/wes/SANGER_DOV13_OVARY.bai,,Female,,U,ovary,Ovarian Cancer,ovary_adenocarcinoma,,ovary,,,wes,,AGILENT,Received from CCLE; originally academic lab,SANGER,U,,,,dpcd5A==,,,,,,,,,,,18124701295
5323,CDS-lFkF7T,ACH-002235,1,,,DSH1,PT-lhIyVp0r,CVCL_1182,,gs://cclebams/wes/SANGER_DSH1_URINARY_TRACT.bam,gs://cclebams/wes/SANGER_DSH1_URINARY_TRACT.bai,,Male,,48,,,,,,,,wes,,AGILENT,,SANGER,U,,,,hAN3Mg==,,,,,,,,,,,17540930363
5324,CDS-jeb08I,ACH-000979,1,,,DU145,PT-whUVSesY,CVCL_0105,,gs://cclebams/wes/SANGER_DU145_PROSTATE.bam,gs://cclebams/wes/SANGER_DU145_PROSTATE.bai,,Male,,69.0,central_nervous_system,Prostate Cancer,prostate_adenocarcinoma,,prostate,,,wes,,AGILENT,CCLE line,SANGER,U,,,,ITc5Ug==,,,,,,,,,,,18959892541
5325,CDS-oa2Isv,ACH-000258,1,,,DU4475,PT-T0XS5JYh,CVCL_1183,,gs://cclebams/wes/SANGER_DU4475_BREAST.bam,gs://cclebams/wes/SANGER_DU4475_BREAST.bai,,Female,,62.0,skin,Breast Cancer,breast_carcinoma,ERneg_HER2neg,breast,,,wes,,AGILENT,CCLE line; luminal; TNBC,SANGER,U,,,,Ua0LBw==,,,,,,,,,,,11149218083
5326,CDS-YO9kEZ,ACH-001064,1,,,EB2,PT-sDbTmU4t,CVCL_1186,,gs://cclebams/wes/SANGER_EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,7.0,ovary,Lymphoma,non_hodgkin_lymphoma,b_cell_burkitt,lymphocyte,,,wes,,AGILENT,CCLE line; Identical lines: EB1 and EB2 share high SNP identity,SANGER,U,,,,iIPeyg==,,,,,,,,,,,18078309037
5327,CDS-PdoxLr,ACH-002236,1,,,EB3,PT-SHiNMxUN,CVCL_1185,,gs://cclebams/wes/SANGER_EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Unknown,,3,haematopoietic_and_lymphoid_tissue,Lymphoma,non_hodgkin_lymphoma,b_cell_burkitt,lymphocyte,,,wes,,AGILENT,Sanger line,SANGER,U,,,,/on37Q==,,,,,,,,,,,18706293801
5328,CDS-nPxoTc,ACH-000563,1,,,EBC1,PT-LVd1hWOH,CVCL_2891,,gs://cclebams/wes/SANGER_EBC1_LUNG.bam,gs://cclebams/wes/SANGER_EBC1_LUNG.bai,,Male,,69.0,skin,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,ywujTw==,,,,,,,,,,,10975759351
5329,CDS-lcTI1a,ACH-000560,1,,,ECC10,PT-I1cNQZ45,CVCL_1188,,gs://cclebams/wes/SANGER_ECC10_STOMACH.bam,gs://cclebams/wes/SANGER_ECC10_STOMACH.bai,,Male,,73,liver,Gastric Cancer,gastric_small_cell,,gastric,,,wes,,AGILENT,CCLE line; small_cell_neuroendocrine_carcinoma,SANGER,U,,,,SAn84A==,,,,,,,,,,,14372951882
5330,CDS-ERMdXT,ACH-000225,1,,,ECC12,PT-BnTiLdDZ,CVCL_1189,,gs://cclebams/wes/SANGER_ECC12_STOMACH.bam,gs://cclebams/wes/SANGER_ECC12_STOMACH.bai,,Male,,63.0,stomach,Gastric Cancer,gastric_small_cell,,gastric,,,wes,,AGILENT,CCLE line; small_cell_neuroendocrine_carcinoma,SANGER,U,,,,OeNuQA==,,,,,,,,,,,14884404938
5331,CDS-FlnElG,ACH-000305,1,,,ECGI10,PT-TyX733WO,CVCL_1187,,gs://cclebams/wes/SANGER_ECGI10_OESOPHAGUS.bam,gs://cclebams/wes/SANGER_ECGI10_OESOPHAGUS.bai,,Male,,65.0,lymph_node,Esophageal Cancer,esophagus_squamous,,esophagus,,,wes,,AGILENT,CCLE line,SANGER,U,,,,Nm1twQ==,,,,,,,,,,,17448919371
5332,CDS-0z1zD4,ACH-000117,1,,,EFM192A,PT-ESz4HCRB,CVCL_1812,,gs://cclebams/wes/SANGER_EFM192A_BREAST.bam,gs://cclebams/wes/SANGER_EFM192A_BREAST.bai,,Female,,46.0,pleural_effusion,Breast Cancer,breast_adenocarcinoma,ERpos_HER2pos,breast,,,wes,,AGILENT,CCLE line; HER2Amp/ERpos; luminal,SANGER,U,,,,Y5np9A==,,,,,,,,,,,18731752843
5333,CDS-71Kmxy,ACH-000330,1,,,EFM19,PT-PJNHoOdN,CVCL_0253,,gs://cclebams/wes/SANGER_EFM19_BREAST.bam,gs://cclebams/wes/SANGER_EFM19_BREAST.bai,,Female,,50.0,pleural_effusion,Breast Cancer,breast_ductal_carcinoma,ERpos_HER2neg,breast,,,wes,,AGILENT,CCLE line; luminal; ERpos,SANGER,U,,,,OCsHAQ==,,,,,,,,,,,14475717307
5334,CDS-b0fZUy,ACH-000308,1,,,EFO21,PT-X9wWOgKi,CVCL_0029,,gs://cclebams/wes/SANGER_EFO21_OVARY.bam,gs://cclebams/wes/SANGER_EFO21_OVARY.bai,,Female,,56.0,ascites,Ovarian Cancer,ovary_adenocarcinoma,clear_cell,ovary,,,wes,,AGILENT,CCLE line,SANGER,U,,,,em4pFQ==,,,,,,,,,,,13400708841
5335,CDS-UC4ACX,ACH-000936,1,,,EFO27,PT-cOMmKqzM,CVCL_1192,,gs://cclebams/wes/SANGER_EFO27_OVARY.bam,gs://cclebams/wes/SANGER_EFO27_OVARY.bai,,Female,,36.0,abdomen,Ovarian Cancer,ovary_adenocarcinoma,endometrioid,ovary,,,wes,,AGILENT,CCLE line; hypermutated,SANGER,U,,,,CBjeXQ==,,,,,,,,,,,14625589223
5336,CDS-ATZ6RO,ACH-001494,1,,,EGI1,PT-WDh2MBJq,CVCL_1193,,gs://cclebams/wes/SANGER_EGI1_BILIARY_TRACT.bam,gs://cclebams/wes/SANGER_EGI1_BILIARY_TRACT.bai,,Male,,52.0,biliary_tract,Bile Duct Cancer,cholangiocarcinoma,extrahepatic,bile_duct,,,wes,,AGILENT,,SANGER,U,,,,MI/f2A==,,,,,,,,,,,15636921534
5337,CDS-eVgX1g,ACH-000038,1,,,EHEB,PT-AVTRnkB8,CVCL_1194,,gs://cclebams/wes/SANGER_EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,69.0,haematopoietic_and_lymphoid_tissue,Lymphoma,lymphoma_unspecified,b_cell,lymphocyte,,,wes,,AGILENT,CCLE line,SANGER,U,,,,3MSTmA==,,,,,,,,,,,19712264614
5338,CDS-TitEBw,ACH-000821,1,,,EJM,PT-PTdMqfER,CVCL_2030,,gs://cclebams/wes/SANGER_EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,58.0,ascites,Myeloma,multiple_myeloma,,plasma_cell,,,wes,,AGILENT,CCLE line,SANGER,U,,,,SWvODw==,,,,,,,,,,,16224364081
5339,CDS-VHwTBX,ACH-000706,1,,,EKVX,PT-nFbk9Nes,CVCL_1195,,gs://cclebams/wes/SANGER_EKVX_LUNG.bam,gs://cclebams/wes/SANGER_EKVX_LUNG.bai,,Male,,U,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,AGILENT,"Received from Academic lab (Meyerson, Broad) who received from Minna",SANGER,U,,,,flaj/A==,,,,,,,,,,,17136628942
5340,CDS-hjyLgb,ACH-000295,1,,,EM2,PT-VMwIzqYV,CVCL_1196,,gs://cclebams/wes/SANGER_EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,5.0,bone_marrow,Leukemia,CML,blast_crisis,blood,,,wes,,AGILENT,CCLE line,SANGER,U,,,,pUuMGQ==,,,,,,,,,,,25067921301
5341,CDS-QzVj5P,ACH-002101,1,,,EMCBAC1,PT-9wFrAoEM,CVCL_X486,,gs://cclebams/wes/SANGER_EMCBAC1_LUNG.bam,gs://cclebams/wes/SANGER_EMCBAC1_LUNG.bai,,Male,,U,,,,,,,,wes,,AGILENT,,SANGER,U,,,,9D0ZLw==,,,,,,,,,,,20936224057
5342,CDS-bhmb1z,ACH-002102,1,,,EMCBAC2,PT-VwToW4yW,CVCL_X487,,gs://cclebams/wes/SANGER_EMCBAC2_LUNG.bam,gs://cclebams/wes/SANGER_EMCBAC2_LUNG.bai,,U,,U,,,,,,,,wes,,AGILENT,,SANGER,U,,,,I0Bufg==,,,,,,,,,,,18434537032
5343,CDS-iP4meB,ACH-000978,1,,,EN,PT-NaKjLCZa,CVCL_2034,,gs://cclebams/wes/SANGER_EN_ENDOMETRIUM.bam,gs://cclebams/wes/SANGER_EN_ENDOMETRIUM.bai,,Female,,50.0,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,,uterus,,,wes,,AGILENT,CCLE line,SANGER,U,,,,eIkrCQ==,,,,,,,,,,,9745047610
5344,CDS-6vimSZ,ACH-000198,1,,,EOL1,PT-UoiLwMmf,CVCL_0258,,gs://cclebams/wes/SANGER_EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,33.0,haematopoietic_and_lymphoid_tissue,Leukemia,AML,M5,blood,,,wes,,AGILENT,CCLE line,SANGER,U,,,,C+7G7w==,,,,,,,,,,,11853247618
5345,CDS-kUNWK6,ACH-000585,1,,,EPLC272H,PT-HYi3RSBS,CVCL_1197,,gs://cclebams/wes/SANGER_EPLC272H_LUNG.bam,gs://cclebams/wes/SANGER_EPLC272H_LUNG.bai,,Male,,57.0,lung,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,bpr6bw==,,,,,,,,,,,13722689943
5346,CDS-nGVKqG,ACH-002103,1,,,ES1,PT-LzGLmTkW,CVCL_1198,,gs://cclebams/wes/SANGER_ES1_BONE.bam,gs://cclebams/wes/SANGER_ES1_BONE.bai,,Female,,U,,,,,,,,wes,,AGILENT,,SANGER,U,,,,I6E+4w==,,,,,,,,,,,20910915985
5347,CDS-HPFNQJ,ACH-000906,1,,,ES2,PT-shNgpj7f,CVCL_3509,,gs://cclebams/wes/SANGER_ES2_OVARY.bam,gs://cclebams/wes/SANGER_ES2_OVARY.bai,,Female,,47.0,ovary,Ovarian Cancer,ovary_adenocarcinoma,clear_cell,ovary,,,wes,,AGILENT,CCLE line,SANGER,U,,,,tMvi/Q==,,,,,,,,,,,13707300446
5348,CDS-5eDlE3,ACH-002104,1,,,ES3,PT-seHlMRTr,CVCL_1199,,gs://cclebams/wes/SANGER_ES3_BONE.bam,gs://cclebams/wes/SANGER_ES3_BONE.bai,,Male,,U,,,,,,,,wes,,AGILENT,,SANGER,U,,,,mJaSNA==,,,,,,,,,,,19578418578
5349,CDS-nbsZCp,ACH-002105,1,,,ES4,PT-nw8P3qrC,CVCL_1200,,gs://cclebams/wes/SANGER_ES4_BONE.bam,gs://cclebams/wes/SANGER_ES4_BONE.bai,,Male,,U,,,,,,,,wes,,AGILENT,,SANGER,U,,,,nzHMCA==,,,,,,,,,,,21372810393
5350,CDS-wXw5jm,ACH-002106,1,,,ES5,PT-mbpLGKw7,CVCL_1201,,gs://cclebams/wes/SANGER_ES5_BONE.bam,gs://cclebams/wes/SANGER_ES5_BONE.bai,,Male,,U,,,,,,,,wes,,AGILENT,,SANGER,U,,,,rGCAvQ==,,,,,,,,,,,19376149547
5351,CDS-cMQr77,ACH-002107,1,,,ES6,PT-nsU1NoeS,CVCL_1202,,gs://cclebams/wes/SANGER_ES6_BONE.bam,gs://cclebams/wes/SANGER_ES6_BONE.bai,,Male,,U,,,,,,,,wes,,AGILENT,,SANGER,U,,,,AIwMtQ==,,,,,,,,,,,13054600786
5352,CDS-Dkfb48,ACH-002108,1,,,ES7,PT-CNcAHslw,CVCL_1203,,gs://cclebams/wes/SANGER_ES7_BONE.bam,gs://cclebams/wes/SANGER_ES7_BONE.bai,,Male,,U,,,,,,,,wes,,AGILENT,,SANGER,U,,,,gG+YIA==,,,,,,,,,,,19671344841
5353,CDS-YLPj0Y,ACH-002109,1,,,ES8,PT-KMgE5vwT,CVCL_1204,,gs://cclebams/wes/SANGER_ES8_BONE.bam,gs://cclebams/wes/SANGER_ES8_BONE.bai,,Male,,U,,,,,,,,wes,,AGILENT,,SANGER,U,,,,U0o1Aw==,,,,,,,,,,,21131931882
5354,CDS-wwxdvD,ACH-001496,1,,,ESO26,PT-ol9Ug3q3,CVCL_2035,,gs://cclebams/wes/SANGER_ESO26_OESOPHAGUS.bam,gs://cclebams/wes/SANGER_ESO26_OESOPHAGUS.bai,,Male,,56.0,oesophagus,Esophageal Cancer,esophagus_adenocarcinoma,,esophagus,,,wes,,AGILENT,primary tumour located in the gastroesophageal junction and distal oesophagus of a 56 year-old Caucasian male in 2000 involving lymph nodes and distant metastases,SANGER,U,,,,GFPR7w==,,,,,,,,,,,11295608887
5355,CDS-ZdjcVx,ACH-001497,1,,,ESO51,PT-Fm6LTGFo,CVCL_2036,,gs://cclebams/wes/SANGER_ESO51_OESOPHAGUS.bam,gs://cclebams/wes/SANGER_ESO51_OESOPHAGUS.bai,,Male,,74,oesophagus,Esophageal Cancer,esophagus_adenocarcinoma,,esophagus,,,wes,,AGILENT,"Distal oesophageal adenocarcinoma,",SANGER,U,,,,oWON8Q==,,,,,,,,,,,17824617392
5356,CDS-btyHZF,ACH-000913,1,,,ESS1,PT-slgJFlbQ,CVCL_1205,,gs://cclebams/wes/SANGER_ESS1_ENDOMETRIUM.bam,gs://cclebams/wes/SANGER_ESS1_ENDOMETRIUM.bai,,Female,,76.0,endometrium,Endometrial/Uterine Cancer,endometrial_stromal_sarcoma,,uterus,,,wes,,AGILENT,CCLE line,SANGER,U,,,,d1hHtQ==,,,,,,,,,,,13082681775
5357,CDS-T91Ig5,ACH-002237,1,,,ETK1,PT-HK21qmdr,CVCL_1206,,gs://cclebams/wes/SANGER_ETK1_BILIARY_TRACT.bam,gs://cclebams/wes/SANGER_ETK1_BILIARY_TRACT.bai,,Female,,64,,,,,,,,wes,,AGILENT,,SANGER,U,,,,Ynr6IA==,,,,,,,,,,,17644207234
5358,CDS-ZEV0hO,ACH-001065,1,,,EVSAT,PT-NsZDKQQS,CVCL_1207,,gs://cclebams/wes/SANGER_EVSAT_BREAST.bam,gs://cclebams/wes/SANGER_EVSAT_BREAST.bai,,Female,,58,ascites,Breast Cancer,breast_carcinoma,,breast,,,wes,,AGILENT,CCLE line; ERneg,SANGER,U,,,,o4Cx0Q==,,,,,,,,,,,12544001105
5359,CDS-yLlkxa,ACH-002111,1,,,EW11,PT-QGpcrGYe,CVCL_1209,,gs://cclebams/wes/SANGER_EW11_BONE.bam,gs://cclebams/wes/SANGER_EW11_BONE.bai,,Female,,11,,,,,,,,wes,,AGILENT,,SANGER,U,,,,to3CZA==,,,,,,,,,,,18556532900
5360,CDS-PwJgfV,ACH-002112,1,,,EW12,PT-yDw57LDm,CVCL_1210,,gs://cclebams/wes/SANGER_EW12_BONE.bam,gs://cclebams/wes/SANGER_EW12_BONE.bai,,Female,,U,,,,,,,,wes,,AGILENT,,SANGER,U,,,,AP673w==,,,,,,,,,,,19039477906
5361,CDS-l7AAYZ,ACH-002113,1,,,EW13,PT-8O388M9r,CVCL_1211,,gs://cclebams/wes/SANGER_EW13_BONE.bam,gs://cclebams/wes/SANGER_EW13_BONE.bai,,Male,,U,,,,,,,,wes,,AGILENT,,SANGER,U,,,,QnPVnA==,,,,,,,,,,,18970137682
5362,CDS-6safT6,ACH-002114,1,,,EW16,PT-WukFoG8D,CVCL_1212,,gs://cclebams/wes/SANGER_EW16_BONE.bam,gs://cclebams/wes/SANGER_EW16_BONE.bai,,Male,,U,,,,,,,,wes,,AGILENT,,SANGER,U,,,,IlEuYg==,,,,,,,,,,,18556072296
5363,CDS-JqBiUG,ACH-002115,1,,,EW18,PT-itCcrmR6,CVCL_1213,,gs://cclebams/wes/SANGER_EW18_BONE.bam,gs://cclebams/wes/SANGER_EW18_BONE.bai,,U,,U,,,,,,,,wes,,AGILENT,,SANGER,U,,,,qsGnnA==,,,,,,,,,,,20271044528
5364,CDS-nCmaVH,ACH-002110,1,,,EW1,PT-qbUzMnx0,CVCL_1208,,gs://cclebams/wes/SANGER_EW1_BONE.bam,gs://cclebams/wes/SANGER_EW1_BONE.bai,,Male,,19,,,,,,,,wes,,AGILENT,,SANGER,U,,,,xtImHA==,,,,,,,,,,,18680748936
5365,CDS-KbGk8A,ACH-002116,1,,,EW22,PT-92FStFwM,CVCL_1214,,gs://cclebams/wes/SANGER_EW22_BONE.bam,gs://cclebams/wes/SANGER_EW22_BONE.bai,,U,,U,,,,,,,,wes,,AGILENT,,SANGER,U,,,,aJYJCA==,,,,,,,,,,,19488551012
5366,CDS-2UNbNY,ACH-002117,1,,,EW24,PT-ooEc0u3P,CVCL_1215,,gs://cclebams/wes/SANGER_EW24_BONE.bam,gs://cclebams/wes/SANGER_EW24_BONE.bai,,U,,U,,,,,,,,wes,,AGILENT,,SANGER,U,,,,0SaS6w==,,,,,,,,,,,20687654167
5367,CDS-YT6KUW,ACH-002118,1,,,EW3,PT-5gYVksJT,CVCL_1216,,gs://cclebams/wes/SANGER_EW3_BONE.bam,gs://cclebams/wes/SANGER_EW3_BONE.bai,,Male,,14,,,,,,,,wes,,AGILENT,,SANGER,U,,,,xzx91A==,,,,,,,,,,,19874793377
5368,CDS-ChYgr0,ACH-002119,1,,,EW7,PT-IQrQjkza,CVCL_1217,,gs://cclebams/wes/SANGER_EW7_BONE.bam,gs://cclebams/wes/SANGER_EW7_BONE.bai,,Female,,20,,,,,,,,wes,,AGILENT,,SANGER,U,,,,feaf9A==,,,,,,,,,,,18870960791
5369,CDS-udsl3k,ACH-000846,1,,,FADU,PT-HFOQX8Cg,CVCL_1218,,gs://cclebams/wes/SANGER_FADU_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/wes/SANGER_FADU_UPPER_AERODIGESTIVE_TRACT.bai,,Male,,56.0,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,,upper_aerodigestive,,,wes,,AGILENT,CCLE line,SANGER,U,,,,iCQ2Xw==,,,,,,,,,,,18099744583
5370,CDS-OApL5r,ACH-001498,1,,,FARAGE,PT-FF791p2M,CVCL_3302,,gs://cclebams/wes/SANGER_FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,70,lymph_node,Lymphoma,non_hodgkin_lymphoma,b_cell,lymphocyte,,,wes,,AGILENT,,SANGER,U,,,,RdPaCQ==,,,,,,,,,,,11976026014
5371,CDS-8Q0Iy1,ACH-001500,1,,,FLO1,PT-VYDPqaVC,CVCL_2045,,gs://cclebams/wes/SANGER_FLO1_OESOPHAGUS.bam,gs://cclebams/wes/SANGER_FLO1_OESOPHAGUS.bai,,Male,,68,oesophagus,Esophageal Cancer,esophagus_adenocarcinoma,,esophagus,,,wes,,AGILENT,Distal oesophageal adenocarcinoma,SANGER,U,,,,mi4zqA==,,,,,,,,,,,23385382773
5372,CDS-Y10kUh,ACH-000903,1,,,FTC133,PT-YQCWJN1c,CVCL_1219,,gs://cclebams/wes/SANGER_FTC133_THYROID.bam,gs://cclebams/wes/SANGER_FTC133_THYROID.bai,,Male,,42.0,thyroid,Thyroid Cancer,thyroid_carcinoma,anaplastic,thyroid,,,wes,,AGILENT,CCLE line; Metastatic pair: FTC-133 and FTC-238 are from the same patient. FTC-133 was derived from the primary tumor.,SANGER,U,,,,GwKmfg==,,,,,,,,,,,14842305995
5373,CDS-5rj3yU,ACH-000633,1,,,FU97,PT-Vt6txeUg,CVCL_2908,,gs://cclebams/wes/SANGER_FU97_STOMACH.bam,gs://cclebams/wes/SANGER_FU97_STOMACH.bai,,Female,,66.0,stomach,Gastric Cancer,gastric_adenocarcinoma,diffuse_gastric,gastric,,,wes,,AGILENT,CCLE line; Diffuse gastric cancer,SANGER,U,,,,RRkL5Q==,,,,,,,,,,,18877129608
5374,CDS-F3ZDFc,ACH-000574,1,,,FUOV1,PT-5E1kla7U,CVCL_2047,,gs://cclebams/wes/SANGER_FUOV1_OVARY.bam,gs://cclebams/wes/SANGER_FUOV1_OVARY.bai,,Female,,65.0,ovary,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,wes,,AGILENT,CCLE line; High grade ovarian serous adenocarcinoma,SANGER,U,,,,cbYnGA==,,,,,,,,,,,14074489079
5375,CDS-PlugSJ,ACH-000082,1,,,G292CLONEA141B1,PT-7kstXSm7,CVCL_2909,,gs://cclebams/wes/SANGER_G292CLONEA141B1_BONE.bam,gs://cclebams/wes/SANGER_G292CLONEA141B1_BONE.bai,,Female,,9.0,bone,Bone Cancer,osteosarcoma,,bone,,,wes,,AGILENT,CCLE line,SANGER,U,,,,NdBkaQ==,,,,,,,,,,,11522726130
5376,CDS-5VxQoZ,ACH-000572,1,,,G361,PT-QNvS4mCn,CVCL_1220,,gs://cclebams/wes/SANGER_G361_SKIN.bam,gs://cclebams/wes/SANGER_G361_SKIN.bai,,Male,,31.0,skin,Skin Cancer,melanoma,,skin,,,wes,,AGILENT,CCLE line,SANGER,U,,,,ipNMZg==,,,,,,,,,,,11401892622
5377,CDS-6nnGRE,ACH-000096,1,,,G401,PT-paHVRsA6,CVCL_0270,,gs://cclebams/wes/SANGER_G401_SOFT_TISSUE.bam,gs://cclebams/wes/SANGER_G401_SOFT_TISSUE.bai,,Male,,0.25,kidney,Rhabdoid,malignant_rhabdoid_tumor,,kidney,,,wes,,AGILENT,CCLE line,SANGER,U,,,,oNW/TA==,,,,,,,,,,,16536759751
5378,CDS-gse2U2,ACH-000375,1,,,G402,PT-irXMLyDH,CVCL_1221,,gs://cclebams/wes/SANGER_G402_SOFT_TISSUE.bam,gs://cclebams/wes/SANGER_G402_SOFT_TISSUE.bai,,Female,,0.75,kidney,Kidney Cancer,malignant_rhabdoid_tumor,renal_leiomyoblastoma,soft_tissue,,,wes,,AGILENT,Renal Leiomyoblastoma,SANGER,U,,,,NZzGkA==,,,,,,,,,,,16276122559
5379,CDS-mY4dFR,ACH-000162,1,,,GA10,PT-ircm0z9U,CVCL_1222,,gs://cclebams/wes/SANGER_GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,41.0,haematopoietic_and_lymphoid_tissue,Lymphoma,non_hodgkin_lymphoma,b_cell_burkitt,lymphocyte,,,wes,,AGILENT,CCLE line,SANGER,U,,,,9WcPQw==,,,,,,,,,,,50937318602
5380,CDS-bZe1gN,ACH-002120,1,,,GAK,PT-qVgAjlYZ,CVCL_1225,,gs://cclebams/wes/SANGER_GAK_SKIN.bam,gs://cclebams/wes/SANGER_GAK_SKIN.bai,,Female,,86,,,,,,,,wes,,AGILENT,,SANGER,U,,,,NNL5dg==,,,,,,,,,,,12363788426
5381,CDS-4h1pZe,ACH-000098,1,,,GAMG,PT-l6pKTDHL,CVCL_1226,,gs://cclebams/wes/SANGER_GAMG_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/wes/SANGER_GAMG_CENTRAL_NERVOUS_SYSTEM.bai,,Female,,42.0,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,wes,,AGILENT,CCLE line,SANGER,U,,,,3L1dZQ==,,,,,,,,,,,21368255581
5382,CDS-MhUSR8,ACH-000738,1,,,GB1,PT-iuGM5uMM,CVCL_1227,,gs://cclebams/wes/SANGER_GB1_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/wes/SANGER_GB1_CENTRAL_NERVOUS_SYSTEM.bai,,Male,,35.0,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,wes,,AGILENT,CCLE line,SANGER,U,,,,nE+VBA==,,,,,,,,,,,14335679911
5383,CDS-ZW9eSc,ACH-000047,1,,,GCIY,PT-t5RtpYpE,CVCL_1228,,gs://cclebams/wes/SANGER_GCIY_STOMACH.bam,gs://cclebams/wes/SANGER_GCIY_STOMACH.bai,,Female,,39,ascites,Gastric Cancer,gastric_adenocarcinoma,,gastric,,,wes,,AGILENT,CCLE line,SANGER,U,,,,cUrSpw==,,,,,,,,,,,17999928403
