Adult/Pediatric,Alias,CCLE Name,CCLF Age,CCLF Gender,CDDB Registration Id,COSMIC.ID,Cell Line Name,Comments,Date Created,Date Last Modified,ELN Pages,MTA Terms,Original Source,Part of Genentech Project (Y/N),Part of PRISM,Part of Project Drive,Past CCLE names,Primary Disease,Primary Hist,Primary/Metastasis,Program,Projects,PubID,RRID,Sample Collection Site,Sanger Model ID,Sharing Terms,Stripped Cell Line Name,Subtype,User Created,User Last Modified,WTSI Master Cell ID,arxspan_id,depmap_disease,depmap_disease_subtype,depmap_molecular_subtype,depmap_public_comments,depmap_tissue
Adult,,,31,Female,CDDB:156897,,OSU-Des91,"T41A; Race: white; Received from Academic lab (Pollock, Ohio State University)",08/22/2019 04:33:55 PM,11/20/2019 04:55:13 PM,[{'ACH-002718-00': []}],,Academic lab,,,,,Non-Cancerous,,Primary,,[],,,abdomen,,,OSUDES91,Desmoid Tumor,Emily Chambers,Emily Chambers,,ACH-002718,desmoid_tumor,,,,soft_tissue
Adult,,,28,Female,CDDB:156898,,OSU-Des168,"T41A; biopsy site: chest wall; Race: white; Received from Academic lab (Pollock, Ohio State University)",08/22/2019 04:33:56 PM,11/20/2019 04:55:13 PM,[{'ACH-002719-00': []}],,Academic lab,,,,,Non-Cancerous,,Primary,,[],,,Other,,,OSUDES168,Desmoid Tumor,Emily Chambers,Emily Chambers,,ACH-002719,desmoid_tumor,,,,soft_tissue
Adult,,,59,Female,CDDB:156899,,OSU-Des236,"T41A; Race: white; Received from Academic lab (Pollock, Ohio State University)",08/22/2019 04:33:56 PM,11/20/2019 04:55:13 PM,[{'ACH-002720-00': []}],,Academic lab,,,,,Non-Cancerous,,Primary,,[],,,abdomen,,,OSUDES236,Desmoid Tumor,Emily Chambers,Emily Chambers,,ACH-002720,desmoid_tumor,,,,soft_tissue
Adult,,,61,Female,CDDB:156900,,OSU-Des13,"S45F; biopsy site: paraspinal; Race: white; Received from Academic lab (Pollock, Ohio State University)",08/22/2019 04:33:56 PM,11/20/2019 04:55:13 PM,[{'ACH-002721-00': []}],,Academic lab,,,,,Non-Cancerous,,Primary,,[],,,soft_tissue,,,OSUDES13,Desmoid Tumor,Emily Chambers,Emily Chambers,,ACH-002721,desmoid_tumor,,,,soft_tissue
Adult,,,26,Female,CDDB:156901,,OSU-Des23,"S45F; biopsy site: pelvis; Received from Academic lab (Pollock, Ohio State University)",08/22/2019 04:33:56 PM,11/20/2019 04:55:13 PM,[{'ACH-002722-00': []}],,Academic lab,,,,,Non-Cancerous,,Primary,,[],,,Other,,,OSUDES23,Desmoid Tumor,Emily Chambers,Emily Chambers,,ACH-002722,desmoid_tumor,,,,soft_tissue
Adult,,,56,Female,CDDB:156902,,OSU-Des157,"S45F; biopsy site: chest wall; Race: white; Received from Academic lab (Pollock, Ohio State University)",08/22/2019 04:33:57 PM,11/20/2019 04:55:13 PM,[{'ACH-002723-00': []}],,Academic lab,,,,,Non-Cancerous,,Primary,,[],,,Other,,,OSUDES157,Desmoid Tumor,Emily Chambers,Emily Chambers,,ACH-002723,desmoid_tumor,,,,soft_tissue
Adult,,,15,Female,CDDB:156903,,OSU-Des186,"S45F; Received from Academic lab (Pollock, Ohio State University)",08/22/2019 04:33:57 PM,11/20/2019 04:55:14 PM,[{'ACH-002724-00': []}],,Academic lab,,,,,Non-Cancerous,,Primary,,[],,,abdomen,,,OSUDES186,Desmoid Tumor,Emily Chambers,Emily Chambers,,ACH-002724,desmoid_tumor,,,,soft_tissue
Adult,,,62,Male,CDDB:156904,,OSU-Des9,"WT; Race: white; Received from Academic lab (Pollock, Ohio State University)",08/22/2019 04:33:57 PM,11/20/2019 04:55:14 PM,[{'ACH-002725-00': []}],,Academic lab,,,,,Non-Cancerous,,Primary,,[],,,abdomen,,,OSUDES9,Desmoid Tumor,Emily Chambers,Emily Chambers,,ACH-002725,desmoid_tumor,,,,soft_tissue
Adult,,,47,Female,CDDB:156905,,OSU-Des93,"WT; Race: white; Received from Academic lab (Pollock, Ohio State University)",08/22/2019 04:33:58 PM,11/20/2019 04:55:14 PM,[{'ACH-002726-00': []}],,Academic lab,,,,,Non-Cancerous,,Primary,,[],,,abdomen,,,OSUDES93,Desmoid Tumor,Emily Chambers,Emily Chambers,,ACH-002726,desmoid_tumor,,,,soft_tissue
,,,,Unknown,CDDB:156906,,NH15T,Organoid; invasive lobular carcinoma ER+PR+Her2-; Received from Cold Spring Harbor Labs,08/27/2019 11:08:14 AM,11/21/2019 11:51:17 AM,[{'ACH-002727-00': []}],,Academic lab,,,,,Breast Cancer,,,,[],,,Unknown,,,NH15T,"Carcinoma, lobular",Emily Chambers,Emily Chambers,,ACH-002727,breast_lobular_carcinoma,,,,breast
,,,,Unknown,CDDB:156907,,NH48T,Organoid; invasive ductal carcinoma ER+PR+Her2-; Received from Cold Spring Harbor Labs,08/27/2019 11:08:15 AM,11/21/2019 11:51:17 AM,[{'ACH-002728-00': []}],,Academic lab,,,,,Breast Cancer,,,,[],,,Unknown,,,NH48T,Breast Ductal Carcinoma,Emily Chambers,Emily Chambers,,ACH-002728,breast_ductal_carcinoma,,,,breast
,,,,Unknown,CDDB:156908,,NH64T,Organoid; invasive ductal carcinoma ER-PR-Her2-; Received from Cold Spring Harbor Labs,08/27/2019 11:08:16 AM,11/21/2019 11:51:17 AM,[{'ACH-002729-00': []}],,Academic lab,,,,,Breast Cancer,,,,[],,,Unknown,,,NH64T,Breast Ductal Carcinoma,Emily Chambers,Emily Chambers,,ACH-002729,breast_ductal_carcinoma,,,,breast
,,,,Unknown,CDDB:156909,,CCLF_UPGI_0009_T,Organoid,08/27/2019 11:08:16 AM,12/16/2019 03:48:11 PM,[{'ACH-002730-00': []}],,Cancer Cell Line Factory,,,,,Gastric Cancer,,Metastasis,CCLF,[],,,ascites,,,CCLFUPGI0009T,Adenocarcinoma,Emily Chambers,Iris Fung,,ACH-002730,gastric_adenocarcinoma,,,,gastric
,,,,Unknown,CDDB:156910,,CCLF_UPGI_0032_T,Organoid,08/27/2019 11:08:16 AM,12/16/2019 03:48:11 PM,[{'ACH-002731-00': []}],,Cancer Cell Line Factory,,,,,Gastric Cancer,,Metastasis,CCLF,[],,,ascites,,,CCLFUPGI0032T,Adenocarcinoma,Emily Chambers,Iris Fung,,ACH-002731,gastric_adenocarcinoma,,,,gastric
,,,,Unknown,CDDB:156911,,CCLF_AB1049T_ASC,Organoid; gastric poorly-differentiated carcinoma,08/27/2019 11:08:16 AM,12/16/2019 03:48:11 PM,[{'ACH-002732-00': []}],,Cancer Cell Line Factory,,,,,Gastric Cancer,,Metastasis,CCLF,[],,,ascites,,,CCLFAB1049TASC,Adenocarcinoma,Emily Chambers,Iris Fung,,ACH-002732,gastric_adenocarcinoma,,,,gastric
,,,,Unknown,CDDB:156912,,CCLF_UPGI_0040_T,Organoid,08/27/2019 11:08:17 AM,12/16/2019 03:48:11 PM,[{'ACH-002733-00': []}],,Cancer Cell Line Factory,,,,,Gastric Cancer,,Metastasis,CCLF,[],,,ascites,,,CCLFUPGI0040T,Stomach Adenocarcinoma,Emily Chambers,Iris Fung,,ACH-002733,gastric_adenocarcinoma,,,,gastric
,,,,Unknown,CDDB:156913,,CCLF_CRCRF1001T,Organoid,08/27/2019 11:08:17 AM,12/16/2019 03:48:11 PM,[{'ACH-002734-00': []}],,Cancer Cell Line Factory,,,,,Gastric Cancer,,Metastasis,CCLF,[],,,ascites,,,CCLFCRCRF1001T,Stomach Adenocarcinoma,Emily Chambers,Iris Fung,,ACH-002734,gastric_adenocarcinoma,,,,gastric
,,,,Unknown,CDDB:156914,,CCLF_UPGI_0051_T,Organoid,08/27/2019 11:08:17 AM,12/16/2019 03:48:11 PM,[{'ACH-002735-00': []}],,Cancer Cell Line Factory,,,,,Gastric Cancer,,Metastasis,CCLF,[],,,ascites,,,CCLFUPGI0051T,Stomach Adenocarcinoma,Emily Chambers,Iris Fung,,ACH-002735,gastric_adenocarcinoma,,,,gastric
,,,,Unknown,CDDB:156915,,CCLF_UPGI_0052_T,Organoid,08/27/2019 11:08:17 AM,12/16/2019 03:48:12 PM,[{'ACH-002736-00': []}],,Cancer Cell Line Factory,,,,,Gastric Cancer,,Metastasis,CCLF,[],,,pleural_effusion,,,CCLFUPGI0052T,Stomach Adenocarcinoma,Emily Chambers,Iris Fung,,ACH-002736,gastric_adenocarcinoma,,,,gastric
,,,,Unknown,CDDB:156916,,CCLF_UPGI_0058_T,Organoid,08/27/2019 11:08:17 AM,12/16/2019 03:48:12 PM,[{'ACH-002737-00': []}],,Cancer Cell Line Factory,,,,,Gastric Cancer,,Metastasis,CCLF,[],,,ascites,,,CCLFUPGI0058T,Stomach Adenocarcinoma,Emily Chambers,Iris Fung,,ACH-002737,gastric_adenocarcinoma,,,,gastric
Adult,,,,Unknown,CDDB:156917,,PANFR0420,"Minerva passage number: 17; Received from Academic lab (Sri, Broad)",10/04/2019 05:10:51 PM,11/21/2019 11:51:19 AM,[{'ACH-002738-00': []}],,Academic lab,,,,,Pancreatic Cancer,,,,[],,,Unknown,,,PANFR0420,Ductal Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002738,exocrine,exocrine_adenocarcinoma,,Pancreas organoid,pancreas
Adult,,,,Unknown,CDDB:156918,,PANFR0350,"Minerva passage number: 27; Received from Academic lab (Sri, Broad)",10/04/2019 05:10:52 PM,11/21/2019 11:51:19 AM,[{'ACH-002739-00': []}],,Academic lab,,,,,Pancreatic Cancer,,,,[],,,Unknown,,,PANFR0350,Ductal Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002739,exocrine,exocrine_adenocarcinoma,,Pancreas organoid,pancreas
Adult,,,,Unknown,CDDB:156919,,PANFR0465,"Minerva passage number: 17; Received from Academic lab (Sri, Broad)",10/04/2019 05:10:52 PM,11/21/2019 11:51:19 AM,[{'ACH-002740-00': []}],,Academic lab,,,,,Pancreatic Cancer,,,,[],,,Unknown,,,PANFR0465,Ductal Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002740,exocrine,exocrine_adenocarcinoma,,Pancreas organoid,pancreas
Adult,,,,Unknown,CDDB:156920,,PANFR0388,"Minerva passage number: 25; Received from Academic lab (Sri, Broad)",10/04/2019 05:10:52 PM,11/21/2019 11:51:19 AM,[{'ACH-002741-00': []}],,Academic lab,,,,,Pancreatic Cancer,,,,[],,,Unknown,,,PANFR0388,Ductal Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002741,exocrine,exocrine_adenocarcinoma,,Pancreas organoid,pancreas
Adult,,,,Unknown,CDDB:156921,,PANFR0233,"Minerva passage number: 28; Received from Academic lab (Sri, Broad)",10/04/2019 05:10:52 PM,11/21/2019 11:51:19 AM,[{'ACH-002742-00': []}],,Academic lab,,,,,Pancreatic Cancer,,,,[],,,Unknown,,,PANFR0233,Ductal Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002742,exocrine,exocrine_adenocarcinoma,,Pancreas organoid,pancreas
Adult,,,,Unknown,CDDB:156922,,PANFR0368,"Minerva passage number: 10; Received from Academic lab (Sri, Broad)",10/04/2019 05:10:53 PM,11/21/2019 11:51:19 AM,[{'ACH-002743-00': []}],,Academic lab,,,,,Pancreatic Cancer,,,,[],,,Unknown,,,PANFR0368,Ductal Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002743,exocrine,exocrine_adenocarcinoma,,Pancreas organoid,pancreas
Adult,,,,Unknown,CDDB:156923,,PANFR0402,"Minerva passage number: 10; Received from Academic lab (Sri, Broad)",10/04/2019 05:10:53 PM,11/21/2019 11:51:20 AM,[{'ACH-002744-00': []}],,Academic lab,,,,,Pancreatic Cancer,,,,[],,,Unknown,,,PANFR0402,Ductal Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002744,exocrine,exocrine_adenocarcinoma,,Pancreas organoid,pancreas
Adult,,,,Unknown,CDDB:156924,,PANFR0069,"Received from Academic lab (Sri, Broad)",10/04/2019 05:10:53 PM,11/21/2019 11:51:20 AM,[{'ACH-002745-00': []}],,Academic lab,,,,,Pancreatic Cancer,,,,[],,,Unknown,,,PANFR0069,Ductal Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002745,exocrine,exocrine_adenocarcinoma,,Pancreas organoid,pancreas
Adult,,,,Unknown,CDDB:156925,,CCLF_UPGI_0050_T,3D,10/16/2019 04:43:06 PM,12/16/2019 03:48:12 PM,[{'ACH-002746-00': []}],,Cancer Cell Line Factory,,,,,Gastric Cancer,,Primary,CCLF,[],,,stomach,,,CCLFUPGI0050T,Stomach Adenocarcinoma,Emily Chambers,Iris Fung,,ACH-002746,gastric_adenocarcinoma,,,,gastric
Adult,,,,Unknown,CDDB:156926,,CCLF_UPGI_0064_T,3D,10/16/2019 04:43:06 PM,12/16/2019 03:48:12 PM,[{'ACH-002747-00': []}],,Cancer Cell Line Factory,,,,,Gastric Cancer,,Metastasis,CCLF,[],,,pleural_cavity,,,CCLFUPGI0064T,Stomach Adenocarcinoma,Emily Chambers,Iris Fung,,ACH-002747,gastric_adenocarcinoma,,,,gastric
Adult,,,,Unknown,CDDB:156927,,CCLF_UPGI_0065_T,,10/16/2019 04:43:06 PM,12/16/2019 03:48:12 PM,[{'ACH-002748-00': []}],,Cancer Cell Line Factory,,,,,Gastric Cancer,,Metastasis,CCLF,[],,,pleural_cavity,,,CCLFUPGI0065T,Stomach Adenocarcinoma,Emily Chambers,Iris Fung,,ACH-002748,gastric_adenocarcinoma,,,,gastric
Adult,,,,Unknown,CDDB:156928,,CCLF_NEURO_0075_T,,10/16/2019 04:43:06 PM,12/16/2019 03:48:12 PM,[{'ACH-002749-00': []}],,Cancer Cell Line Factory,,,,,Brain Cancer,,,CCLF,[],,,central_nervous_system,,,CCLFNEURO0075T,Glioblastoma,Emily Chambers,Iris Fung,,ACH-002749,glioma,glioblastoma,,,central_nervous_system
Adult,,,,Unknown,CDDB:156929,,CCLF_LUPA_0003_T,3D,10/16/2019 04:43:07 PM,12/16/2019 03:48:13 PM,[{'ACH-002750-00': []}],,Cancer Cell Line Factory,,,,,Lung Cancer,,Metastasis,CCLF,[],,,pleural_cavity,,,CCLFLUPA0003T,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Emily Chambers,Iris Fung,,ACH-002750,NSCLC,NSCLC_adenocarcinoma,,,lung
Adult,,,,Unknown,CDDB:156930,,CCLF_UPGI_0066_T,3D,10/16/2019 04:43:07 PM,12/16/2019 03:48:13 PM,[{'ACH-002751-00': []}],,Cancer Cell Line Factory,,,,,Gastric Cancer,,Metastasis,CCLF,[],,,liver,,,CCLFUPGI0066T,Stomach Adenocarcinoma,Emily Chambers,Iris Fung,,ACH-002751,gastric_adenocarcinoma,,,,gastric
Adult,,,,Unknown,CDDB:156931,,CCLF_NEURO_0085_T,3D,10/16/2019 04:43:07 PM,12/16/2019 03:48:13 PM,[{'ACH-002752-00': []}],,Cancer Cell Line Factory,,,,,Lung Cancer,,Metastasis,CCLF,[],,,central_nervous_system,,,CCLFNEURO0085T,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Emily Chambers,Iris Fung,,ACH-002752,NSCLC,NSCLC_adenocarcinoma,,,lung
Adult,,,,Unknown,CDDB:156932,,CCLF_UPGI_0067_T,3D,10/16/2019 04:43:07 PM,12/16/2019 03:48:13 PM,[{'ACH-002753-00': []}],,Cancer Cell Line Factory,,,,,Esophageal Cancer,,Metastasis,CCLF,[],,,pleural_cavity,,,CCLFUPGI0067T,Carcinoma,Emily Chambers,Iris Fung,,ACH-002753,esophagus_carcinoma,,,,esophagus
Adult,,,,Unknown,CDDB:156933,,CCLF_NEURO_0076_T,,10/16/2019 04:43:08 PM,12/16/2019 03:48:13 PM,[{'ACH-002754-00': []}],,Cancer Cell Line Factory,,,,,Brain Cancer,,Primary,CCLF,[],,,central_nervous_system,,,CCLFNEURO0076T,Glioblastoma,Emily Chambers,Iris Fung,,ACH-002754,glioma,glioblastoma,,,central_nervous_system
Adult,,,,Unknown,CDDB:156934,,CCLF_MELM_0014_T,2D,10/16/2019 04:43:08 PM,12/16/2019 03:48:13 PM,[{'ACH-002755-00': []}],,Cancer Cell Line Factory,,,,,Skin Cancer,,Metastasis,CCLF,[],,,lymph_node,,,CCLFMELM0014T,Melanoma,Emily Chambers,Iris Fung,,ACH-002755,melanoma,,,,skin
Adult,,,,Unknown,CDDB:156935,,CCLF_NEURO_0077_T,,10/16/2019 04:43:08 PM,12/16/2019 03:48:13 PM,[{'ACH-002756-00': []}],,Cancer Cell Line Factory,,,,,Brain Cancer,,,CCLF,[],,,central_nervous_system,,,CCLFNEURO0077T,Glioblastoma,Emily Chambers,Iris Fung,,ACH-002756,glioma,glioblastoma,,,central_nervous_system
Adult,,,,Unknown,CDDB:156936,,CCLF_UPGI_0068_T,3D,10/16/2019 04:43:08 PM,12/16/2019 03:48:14 PM,[{'ACH-002757-00': []}],,Cancer Cell Line Factory,,,,,Gastric Cancer,,Metastasis,CCLF,[],,,lymph_node,,,CCLFUPGI0068T,Stomach Adenocarcinoma,Emily Chambers,Iris Fung,,ACH-002757,gastric_adenocarcinoma,,,,gastric
Adult,,,,Unknown,CDDB:156937,,CCLF_UPGI_0069_T,3D,10/16/2019 04:43:09 PM,12/16/2019 03:48:14 PM,[{'ACH-002758-00': []}],,Cancer Cell Line Factory,,,,,Esophageal Cancer,,Metastasis,CCLF,[],,,pleural_cavity,,,CCLFUPGI0069T,Carcinoma,Emily Chambers,Iris Fung,,ACH-002758,esophagus_carcinoma,,,,esophagus
Adult,,,,Unknown,CDDB:156938,,CCLF_PANC_0072_T,3D,10/16/2019 04:43:09 PM,12/16/2019 03:48:14 PM,[{'ACH-002759-00': []}],,Cancer Cell Line Factory,,,,,Pancreatic Cancer,,Metastasis,CCLF,[],,,lymph_node,,,CCLFPANC0072T,Ductal Adenocarcinoma,Emily Chambers,Iris Fung,,ACH-002759,exocrine,exocrine_adenocarcinoma,,,pancreas
Adult,,,,Unknown,CDDB:156939,,CCLF_UPGI_0070_T,3D,10/16/2019 04:43:09 PM,12/16/2019 03:48:14 PM,[{'ACH-002760-00': []}],,Cancer Cell Line Factory,,,,,Esophageal Cancer,,Metastasis,CCLF,[],,,pleura,,,CCLFUPGI0070T,Carcinoma,Emily Chambers,Iris Fung,,ACH-002760,esophagus_carcinoma,,,,esophagus
Adult,,,,Unknown,CDDB:156940,,CCLF_UPGI_0071_T,3D,10/16/2019 04:43:09 PM,12/16/2019 03:48:14 PM,[{'ACH-002761-00': []}],,Cancer Cell Line Factory,,,,,Esophageal Cancer,,Primary,CCLF,[],,,oesophagus,,,CCLFUPGI0071T,Carcinoma,Emily Chambers,Iris Fung,,ACH-002761,esophagus_carcinoma,,,,esophagus
Adult,,,,Unknown,CDDB:156941,,CCLF_UPGI_0062_T,3D,10/16/2019 04:43:09 PM,12/16/2019 03:48:14 PM,[{'ACH-002762-00': []}],,Cancer Cell Line Factory,,,,,Gastric Cancer,,Primary,CCLF,[],,,stomach,,,CCLFUPGI0062T,Stomach Adenocarcinoma,Emily Chambers,Iris Fung,,ACH-002762,gastric_adenocarcinoma,,,,gastric
Adult,,,,Unknown,CDDB:156942,,CCLF_UPGI_0072_T,2D,10/16/2019 04:43:10 PM,12/16/2019 03:48:14 PM,[{'ACH-002763-00': []}],,Cancer Cell Line Factory,,,,,Gastric Cancer,,Metastasis,CCLF,[],,,abdomen,,,CCLFUPGI0072T,Stomach Adenocarcinoma,Emily Chambers,Iris Fung,,ACH-002763,gastric_adenocarcinoma,,,,gastric
Adult,,,,Unknown,CDDB:156943,,CCLF_NEURO_0078_T,,10/16/2019 04:43:10 PM,12/16/2019 03:48:15 PM,[{'ACH-002764-00': []}],,Cancer Cell Line Factory,,,,,Brain Cancer,,,CCLF,[],,,central_nervous_system,,,CCLFNEURO0078T,Glioblastoma,Emily Chambers,Iris Fung,,ACH-002764,glioma,,,,central_nervous_system
Adult,,,,Unknown,CDDB:156944,,CCLF_NEURO_0079_T,,10/16/2019 04:43:10 PM,12/16/2019 03:48:15 PM,[{'ACH-002765-00': []}],,Cancer Cell Line Factory,,,,,Brain Cancer,,,CCLF,[],,,central_nervous_system,,,CCLFNEURO0079T,Glioblastoma,Emily Chambers,Iris Fung,,ACH-002765,glioma,glioblastoma,,,central_nervous_system
Adult,,,,Unknown,CDDB:156945,,CCLF_NEURO_0080_T,,10/16/2019 04:43:10 PM,12/16/2019 03:48:15 PM,[{'ACH-002766-00': []}],,Cancer Cell Line Factory,,,,,Brain Cancer,,Primary,CCLF,[],,,central_nervous_system,,,CCLFNEURO0080T,Glioblastoma,Emily Chambers,Iris Fung,,ACH-002766,glioma,,,,central_nervous_system
Adult,,,,Unknown,CDDB:156946,,CCLF_NEURO_0081_T,,10/16/2019 04:43:10 PM,12/16/2019 03:48:15 PM,[{'ACH-002767-00': []}],,Cancer Cell Line Factory,,,,,Brain Cancer,,Primary,CCLF,[],,,central_nervous_system,,,CCLFNEURO0081T,Glioblastoma,Emily Chambers,Iris Fung,,ACH-002767,glioma,,,,central_nervous_system
Pediatric,,,,Unknown,CDDB:156947,,CCLF_RARE_0009_T,2D,10/16/2019 04:43:11 PM,12/16/2019 03:48:15 PM,[{'ACH-002768-00': []}],,Cancer Cell Line Factory,,,,,Sarcoma,,Metastasis,CCLF,[],,,abdomen,,,CCLFRARE0009T,Leiomyosarcoma,Emily Chambers,Iris Fung,,ACH-002768,leiomyosarcoma,,,,soft_tissue
Adult,,,,Unknown,CDDB:156948,,CCLF_NEURO_0084_T,3D,10/16/2019 04:43:11 PM,12/16/2019 03:48:15 PM,[{'ACH-002769-00': []}],,Cancer Cell Line Factory,,,,,Lung Cancer,,Metastasis,CCLF,[],,,central_nervous_system,,,CCLFNEURO0084T,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Emily Chambers,Iris Fung,,ACH-002769,NSCLC,NSCLC_adenocarcinoma,,,lung
Adult,,,,Unknown,CDDB:156949,,CCLF_MELM_0015_T,2D,10/16/2019 04:43:11 PM,12/16/2019 03:48:16 PM,[{'ACH-002770-00': []}],,Cancer Cell Line Factory,,,,,Skin Cancer,,Metastasis,CCLF,[],,,lymph_node,,,CCLFMELM0015T,Melanoma,Emily Chambers,Iris Fung,,ACH-002770,melanoma,,,,skin
Adult,,,,Unknown,CDDB:156950,,CCLF_MELM_0016_T,2D,10/16/2019 04:43:11 PM,12/16/2019 03:48:16 PM,[{'ACH-002771-00': []}],,Cancer Cell Line Factory,,,,,Skin Cancer,,,CCLF,[],,,Unknown,,,CCLFMELM0016T,Melanoma,Emily Chambers,Iris Fung,,ACH-002771,melanoma,,,,skin
Adult,,,,Unknown,CDDB:156951,,CCLF_MELM_0017_T,2D,10/16/2019 04:43:12 PM,12/16/2019 03:48:16 PM,[{'ACH-002772-00': []}],,Cancer Cell Line Factory,,,,,Skin Cancer,,,CCLF,[],,,skin,,,CCLFMELM0017T,Melanoma,Emily Chambers,Iris Fung,,ACH-002772,melanoma,,,,skin
Adult,,,,Unknown,CDDB:156952,,CCLF_MELM_0018_T,2D,10/16/2019 04:43:12 PM,12/16/2019 03:48:16 PM,[{'ACH-002773-00': []}],,Cancer Cell Line Factory,,,,,Skin Cancer,,Metastasis,CCLF,[],,,skin,,,CCLFMELM0018T,Melanoma,Emily Chambers,Iris Fung,,ACH-002773,melanoma,,,,skin
Adult,,,,Unknown,CDDB:156953,,CCLF_NEURO_0082_T,2D,10/16/2019 04:43:12 PM,12/16/2019 03:48:16 PM,[{'ACH-002774-00': []}],,Cancer Cell Line Factory,,,,,Skin Cancer,,Metastasis,CCLF,[],,,central_nervous_system,,,CCLFNEURO0082T,Melanoma,Emily Chambers,Iris Fung,,ACH-002774,melanoma,,,,skin
Adult,,,,Unknown,CDDB:156954,,CCLF_NEURO_0083_T,2D,10/16/2019 04:43:12 PM,12/16/2019 03:48:16 PM,[{'ACH-002775-00': []}],,Cancer Cell Line Factory,,,,,Skin Cancer,,Metastasis,CCLF,[],,,central_nervous_system,,,CCLFNEURO0083T,Melanoma,Emily Chambers,Iris Fung,,ACH-002775,melanoma,,,,skin
Adult,,,,Unknown,CDDB:156955,,CCLF_UPGI_0060_T,,10/16/2019 04:43:13 PM,12/16/2019 03:48:16 PM,[{'ACH-002776-00': []}],,Cancer Cell Line Factory,,,,,Gastric Cancer,,Metastasis,CCLF,[],,,pleural_cavity,,,CCLFUPGI0060T,Stomach Adenocarcinoma,Emily Chambers,Iris Fung,,ACH-002776,gastric_adenocarcinoma,,,,gastric
Adult,,,,Unknown,CDDB:156956,,CCLF_UPGI_0061_T,,10/16/2019 04:43:13 PM,12/16/2019 03:48:17 PM,[{'ACH-002777-00': []}],,Cancer Cell Line Factory,,,,,Gastric Cancer,,Metastasis,CCLF,[],,,pleural_cavity,,,CCLFUPGI0061T,Stomach Adenocarcinoma,Emily Chambers,Iris Fung,,ACH-002777,gastric_adenocarcinoma,,,,gastric
Pediatric,,,11,Male,,,NCC-OS1-X2-C1,"Received from Tadashi Kondo, National Cancer Center (Tokyo); Established from PDX",10/24/2019 01:06:57 PM,11/20/2019 04:58:57 PM,[{'ACH-002778-00': []}],,Academic lab,,,,,Bone Cancer,,Unknown,,[],,CVCL_VM08,Unknown,,,NCCOS1X2C1,Osteosarcoma,Emily Chambers,Emily Chambers,,ACH-002778,osteosarcoma,,,Established from PDX,bone
Pediatric,,,,Unknown,,,NCC-OS2-C1,"Received from Tadashi Kondo, National Cancer Center (Tokyo); Patient-derived model",10/24/2019 01:06:57 PM,11/21/2019 11:51:25 AM,[{'ACH-002779-00': []}],,Academic lab,,,,,Bone Cancer,,Unknown,,[],,,Unknown,,,NCCOS2C1,Osteosarcoma,Emily Chambers,Emily Chambers,,ACH-002779,osteosarcoma,,,Patient-derived model,bone
Pediatric,,,31,Male,,,NCC-ES1-C1,"Received from Academic lab (Kondo, National Cancer Center - Tokyo); Patient-derived model",10/24/2019 01:06:57 PM,11/20/2019 04:55:16 PM,[{'ACH-002780-00': []}],,Academic lab,,,,,Bone Cancer,,Primary,,[],,CVCL_UK81,Unknown,,,NCCES1C1,Ewings Sarcoma,Emily Chambers,Emily Chambers,,ACH-002780,Ewing_sarcoma,,,Patient-derived model,bone
Adult,,,65,Female,,,NCC-dCS1-C1,"Received from Academic lab (Kondo, National Cancer Center - Tokyo); Patient-derived model",10/24/2019 01:06:58 PM,11/20/2019 04:55:16 PM,[{'ACH-002781-00': []}],,Academic lab,,,,,Bone Cancer,,Primary,,[],,CVCL_UZ21,Unknown,,,NCCDCS1C1,"Chondrosarcoma, dedifferentiated",Emily Chambers,Emily Chambers,,ACH-002781,chondrosarcoma,dedifferentiated,,Patient-derived model,bone
Adult,,,83,Male,,,NCC-UPS1-C1,"Received from Academic lab (Kondo, National Cancer Center - Tokyo); Patient-derived model; Matches NCC-UPS1-X3-C1",10/24/2019 01:06:58 PM,11/20/2019 04:55:16 PM,[{'ACH-002782-00': []}],,Academic lab,,,,,Sarcoma,,Primary,,[],,,soft_tissue,,,NCCUPS1C1,"Pleomorphic Sarcoma, undifferentiated",Emily Chambers,Emily Chambers,,ACH-002782,pleomorphic_sarcoma,undifferentiated,,Patient-derived model; Matches NCC-UPS1-X3-C1,soft_tissue
